sku_id,flag,affected_stores,window_start,window_end,notes
SKU02950,STOCKOUT_RISK,ST08;ST06;ST12;ST29;ST05;ST04;ST09;ST30;ST28;ST03;ST07;ST19;ST17,2025-10-31,2025-11-10,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04046,STOCKOUT_RISK,ST09;ST04;ST19;ST12;ST23;ST02;ST11;ST22;ST14;ST20;ST05;ST15,2025-11-11,2025-11-29,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04362,STOCKOUT_RISK,ST01;ST16;ST17;ST13;ST25;ST22;ST28;ST18;ST03;ST15;ST02;ST08;ST09;ST20;ST12;ST11;ST14,2025-12-09,2025-12-23,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01751,STOCKOUT_RISK,ST27;ST19;ST26;ST16;ST04;ST01;ST10;ST24;ST03;ST17;ST07;ST15;ST22;ST14;ST28;ST18;ST29;ST23,2025-11-17,2025-12-13,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00531,STOCKOUT_RISK,ST07;ST10;ST27;ST26;ST22;ST01;ST03;ST17;ST05;ST06;ST16;ST12;ST18;ST28,2025-11-10,2025-11-30,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03274,STOCKOUT_RISK,ST12;ST19;ST01;ST25;ST07;ST23;ST04;ST06;ST05;ST21;ST14;ST13;ST08;ST26;ST30;ST28,2025-11-01,2025-11-30,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04847,STOCKOUT_RISK,ST01;ST30;ST14;ST04;ST15;ST24;ST03;ST22;ST19;ST27;ST11;ST06;ST02;ST28,2025-12-13,2025-12-30,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03057,STOCKOUT_RISK,ST14;ST05;ST22;ST19;ST12;ST01;ST25;ST20;ST06;ST24;ST02;ST07;ST10;ST16;ST04;ST26,2025-11-15,2025-12-01,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02614,STOCKOUT_RISK,ST04;ST07;ST12;ST11;ST10;ST29;ST03;ST27;ST05;ST13;ST21,2025-11-10,2025-11-24,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02484,STOCKOUT_RISK,ST02;ST19;ST11;ST22;ST04;ST09;ST21;ST03;ST14;ST06;ST25;ST12;ST10;ST13;ST01,2025-11-22,2025-12-19,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02088,STOCKOUT_RISK,ST20;ST04;ST03;ST17;ST26;ST10;ST18;ST19;ST15;ST05;ST24;ST09,2025-12-02,2025-12-25,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01988,STOCKOUT_RISK,ST03;ST15;ST23;ST07;ST11;ST10;ST18;ST13;ST21,2025-10-22,2025-11-20,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04824,STOCKOUT_RISK,ST13;ST11;ST28;ST06;ST15;ST27;ST21;ST03;ST18;ST25;ST01;ST10;ST29,2025-11-03,2025-11-26,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04315,STOCKOUT_RISK,ST12;ST22;ST23;ST24;ST15;ST06;ST10;ST05;ST28;ST09;ST04;ST25;ST11;ST13;ST14;ST01;ST03;ST30,2025-11-06,2025-11-16,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03476,STOCKOUT_RISK,ST09;ST06;ST27;ST14;ST25;ST04;ST07;ST26;ST12;ST24;ST19;ST11;ST02;ST01;ST17;ST16,2025-10-24,2025-11-04,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03633,STOCKOUT_RISK,ST25;ST30;ST08;ST06;ST05;ST27;ST11;ST19;ST29;ST12;ST17;ST14;ST13;ST18,2025-12-13,2025-12-29,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02079,STOCKOUT_RISK,ST24;ST06;ST30;ST07;ST26;ST04;ST10;ST05;ST17;ST28;ST09;ST08;ST13;ST29;ST25;ST14,2025-10-24,2025-11-08,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04626,STOCKOUT_RISK,ST08;ST28;ST27;ST22;ST23;ST06;ST29;ST30;ST09;ST10,2025-11-08,2025-12-04,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02983,STOCKOUT_RISK,ST08;ST07;ST18;ST01;ST21;ST20;ST11;ST26;ST19;ST17;ST16;ST05,2025-12-02,2025-12-29,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04489,STOCKOUT_RISK,ST02;ST22;ST03;ST04;ST17;ST30;ST08;ST06;ST21;ST23;ST27,2025-10-20,2025-11-03,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04012,STOCKOUT_RISK,ST23;ST05;ST01;ST28;ST30;ST18;ST03;ST27;ST17,2025-10-27,2025-11-15,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02923,STOCKOUT_RISK,ST08;ST03;ST22;ST23;ST29;ST30;ST14;ST15;ST04;ST12;ST01,2025-11-11,2025-12-02,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00538,STOCKOUT_RISK,ST20;ST03;ST12;ST14;ST04;ST19;ST23;ST26;ST11;ST27;ST30;ST22;ST13;ST06,2025-12-15,2025-12-25,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03876,STOCKOUT_RISK,ST29;ST21;ST26;ST14;ST20;ST25;ST17;ST07;ST30;ST11;ST08;ST06,2025-11-08,2025-11-29,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02046,STOCKOUT_RISK,ST10;ST18;ST11;ST04;ST01;ST23;ST08;ST25;ST15;ST20;ST22;ST21;ST13;ST02;ST12;ST06;ST17,2025-10-28,2025-11-20,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01021,STOCKOUT_RISK,ST25;ST19;ST24;ST28;ST12;ST14;ST20;ST04;ST21;ST11;ST06;ST23;ST01;ST15;ST10;ST05,2025-12-13,2025-12-24,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00416,STOCKOUT_RISK,ST13;ST14;ST07;ST17;ST24;ST20;ST01;ST11;ST05;ST03;ST23;ST15;ST16;ST02;ST08;ST28;ST26;ST10,2025-10-20,2025-11-13,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04346,STOCKOUT_RISK,ST18;ST12;ST24;ST04;ST30;ST02;ST19;ST15;ST01;ST06;ST27;ST23;ST10;ST13;ST26;ST21;ST25,2025-10-20,2025-10-30,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04280,STOCKOUT_RISK,ST18;ST29;ST19;ST14;ST13;ST02;ST23;ST28;ST26;ST10;ST15;ST27;ST21;ST25;ST16,2025-11-04,2025-11-20,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00328,STOCKOUT_RISK,ST14;ST22;ST17;ST11;ST26;ST16;ST24;ST08;ST21;ST20;ST03;ST04;ST12,2025-10-20,2025-11-18,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01662,STOCKOUT_RISK,ST29;ST25;ST07;ST14;ST17;ST12;ST27;ST19;ST24;ST01;ST06;ST03;ST21,2025-12-16,2025-12-31,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04305,STOCKOUT_RISK,ST16;ST08;ST27;ST24;ST18;ST15;ST02;ST12;ST11;ST09;ST19;ST30;ST10,2025-12-12,2025-12-30,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04348,STOCKOUT_RISK,ST02;ST03;ST21;ST07;ST15;ST17;ST25;ST10;ST12;ST29;ST01;ST04,2025-11-01,2025-11-29,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00291,STOCKOUT_RISK,ST11;ST06;ST29;ST19;ST05;ST30;ST09;ST08;ST17,2025-12-03,2025-12-19,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02657,STOCKOUT_RISK,ST16;ST01;ST28;ST18;ST19;ST15;ST26;ST06;ST05;ST24;ST02;ST14;ST23;ST25;ST04;ST20,2025-11-24,2025-12-07,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04476,STOCKOUT_RISK,ST27;ST11;ST23;ST13;ST17;ST19;ST21;ST12;ST01;ST14,2025-11-30,2025-12-20,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01438,STOCKOUT_RISK,ST21;ST16;ST27;ST07;ST12;ST24;ST09;ST22;ST08;ST15,2025-12-06,2025-12-17,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02268,STOCKOUT_RISK,ST24;ST07;ST23;ST19;ST15;ST03;ST11;ST21;ST18;ST29;ST04;ST20;ST25;ST06;ST14;ST22;ST12,2025-10-21,2025-11-10,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02833,STOCKOUT_RISK,ST06;ST17;ST16;ST11;ST15;ST23;ST26;ST05;ST14;ST27;ST30;ST19;ST09;ST29;ST01;ST20;ST03,2025-11-24,2025-12-07,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02898,STOCKOUT_RISK,ST23;ST01;ST11;ST19;ST10;ST12;ST06;ST04;ST07;ST09;ST29;ST27;ST25;ST28;ST24;ST16,2025-12-10,2025-12-27,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03693,STOCKOUT_RISK,ST02;ST18;ST14;ST06;ST12;ST19;ST07;ST04;ST26;ST25;ST08;ST22;ST03;ST16;ST09;ST24;ST20;ST15,2025-12-18,2025-12-31,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01170,STOCKOUT_RISK,ST15;ST11;ST28;ST22;ST21;ST10;ST24;ST05;ST30;ST20;ST12;ST18;ST26;ST16;ST03,2025-12-08,2025-12-26,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04140,STOCKOUT_RISK,ST03;ST12;ST18;ST06;ST30;ST13;ST29;ST05;ST19;ST09;ST08,2025-12-07,2025-12-17,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02503,STOCKOUT_RISK,ST06;ST25;ST17;ST14;ST10;ST11;ST26;ST19;ST12;ST16;ST08;ST21;ST01;ST30;ST03;ST27,2025-11-11,2025-12-10,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04710,STOCKOUT_RISK,ST07;ST24;ST29;ST18;ST19;ST01;ST14;ST10;ST17;ST03;ST20,2025-10-27,2025-11-23,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02826,STOCKOUT_RISK,ST21;ST12;ST27;ST24;ST18;ST03;ST17;ST13;ST25;ST10;ST29;ST20;ST09;ST08,2025-10-19,2025-11-01,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02683,STOCKOUT_RISK,ST19;ST12;ST09;ST28;ST29;ST07;ST27;ST08;ST30;ST23;ST22;ST10,2025-11-09,2025-11-30,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03870,STOCKOUT_RISK,ST12;ST17;ST22;ST23;ST20;ST21;ST26;ST25;ST01;ST13;ST28;ST04;ST15;ST03;ST10;ST07,2025-11-20,2025-12-06,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01547,STOCKOUT_RISK,ST05;ST08;ST04;ST22;ST19;ST21;ST25;ST07;ST23;ST24;ST16;ST27;ST03,2025-11-17,2025-12-02,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02068,STOCKOUT_RISK,ST21;ST04;ST11;ST25;ST28;ST17;ST14;ST01;ST10;ST22;ST30;ST02;ST19;ST05;ST24,2025-11-17,2025-12-14,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04663,STOCKOUT_RISK,ST15;ST24;ST21;ST01;ST09;ST20;ST23;ST29;ST08;ST22;ST11;ST27;ST19;ST10;ST16;ST17;ST05,2025-11-03,2025-11-13,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02381,STOCKOUT_RISK,ST13;ST28;ST14;ST07;ST20;ST22;ST04;ST16;ST21;ST26;ST10;ST17;ST30;ST19;ST03;ST08;ST29;ST24,2025-10-31,2025-11-14,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04783,STOCKOUT_RISK,ST28;ST12;ST07;ST30;ST05;ST14;ST20;ST29;ST13;ST23;ST09;ST25;ST18;ST04;ST01;ST24;ST15,2025-11-18,2025-11-29,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04035,STOCKOUT_RISK,ST24;ST17;ST29;ST25;ST10;ST28;ST12;ST18;ST14;ST26;ST04;ST03;ST22;ST15;ST27;ST20,2025-11-29,2025-12-17,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01485,STOCKOUT_RISK,ST06;ST05;ST23;ST03;ST09;ST24;ST19;ST13;ST21;ST08;ST07;ST16,2025-10-29,2025-11-13,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04574,STOCKOUT_RISK,ST05;ST03;ST20;ST24;ST29;ST22;ST09;ST10;ST26;ST15,2025-12-13,2025-12-31,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00823,STOCKOUT_RISK,ST30;ST27;ST05;ST11;ST29;ST17;ST25;ST12;ST04;ST10;ST28;ST26,2025-11-23,2025-12-10,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04273,STOCKOUT_RISK,ST28;ST20;ST12;ST13;ST19;ST10;ST15;ST04;ST07;ST25,2025-11-24,2025-12-17,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00445,STOCKOUT_RISK,ST29;ST10;ST06;ST04;ST22;ST13;ST08;ST12;ST28;ST21;ST26;ST05;ST18;ST01,2025-11-10,2025-12-02,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01466,STOCKOUT_RISK,ST29;ST26;ST02;ST23;ST28;ST22;ST27;ST08;ST13;ST01;ST04;ST03;ST18;ST11;ST10,2025-12-12,2025-12-28,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01153,STOCKOUT_RISK,ST17;ST09;ST25;ST16;ST21;ST03;ST07;ST14;ST29;ST01;ST22;ST20;ST26;ST05;ST30;ST18;ST24;ST06,2025-11-21,2025-12-03,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03199,STOCKOUT_RISK,ST14;ST16;ST12;ST25;ST22;ST24;ST07;ST15;ST11;ST21;ST19;ST27;ST29;ST04;ST30;ST01,2025-12-17,2025-12-27,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02333,STOCKOUT_RISK,ST08;ST07;ST06;ST30;ST16;ST28;ST25;ST13;ST03;ST01,2025-10-20,2025-11-08,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03622,STOCKOUT_RISK,ST26;ST21;ST02;ST13;ST19;ST04;ST22;ST24;ST18;ST01,2025-11-12,2025-11-26,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01685,STOCKOUT_RISK,ST04;ST05;ST06;ST01;ST20;ST22;ST15;ST26;ST09;ST11;ST10,2025-11-03,2025-11-27,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03812,STOCKOUT_RISK,ST03;ST09;ST23;ST24;ST16;ST27;ST18;ST21;ST19;ST22;ST07;ST30;ST08;ST06;ST04,2025-11-20,2025-12-15,High-demand SKU; simulated recent stockout window causes lost sales.
SKU02532,STOCKOUT_RISK,ST17;ST11;ST01;ST24;ST04;ST27;ST23;ST16;ST18;ST30;ST29,2025-10-23,2025-11-03,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00830,STOCKOUT_RISK,ST19;ST28;ST02;ST18;ST22;ST06;ST15;ST01;ST04;ST16;ST20;ST13;ST08;ST05;ST14;ST29;ST27;ST10,2025-11-03,2025-11-19,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00832,STOCKOUT_RISK,ST25;ST07;ST08;ST01;ST30;ST23;ST24;ST14;ST06;ST29;ST27;ST03;ST26;ST16;ST13;ST22,2025-10-27,2025-11-19,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03851,STOCKOUT_RISK,ST02;ST26;ST13;ST22;ST17;ST15;ST07;ST08;ST18;ST27;ST14;ST03;ST16;ST05;ST04;ST10,2025-10-23,2025-11-15,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04633,STOCKOUT_RISK,ST20;ST04;ST01;ST29;ST17;ST26;ST21;ST28;ST23;ST16;ST06;ST27,2025-11-04,2025-12-03,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04126,STOCKOUT_RISK,ST02;ST16;ST15;ST06;ST27;ST14;ST28;ST08;ST09;ST05;ST01;ST25;ST04;ST18;ST12,2025-11-28,2025-12-19,High-demand SKU; simulated recent stockout window causes lost sales.
SKU01370,STOCKOUT_RISK,ST12;ST25;ST13;ST22;ST27;ST16;ST04;ST20;ST18;ST19;ST30;ST07;ST11;ST26;ST03;ST15;ST24;ST01,2025-11-01,2025-11-11,High-demand SKU; simulated recent stockout window causes lost sales.
SKU03171,STOCKOUT_RISK,ST30;ST22;ST02;ST27;ST20;ST04;ST28;ST11;ST14;ST25;ST07;ST26;ST17;ST16;ST03;ST23,2025-11-07,2025-12-05,High-demand SKU; simulated recent stockout window causes lost sales.
SKU04756,STOCKOUT_RISK,ST26;ST05;ST18;ST21;ST29;ST25;ST01;ST20;ST24;ST04;ST06,2025-11-02,2025-11-15,High-demand SKU; simulated recent stockout window causes lost sales.
SKU00721,SLOW_MOVER,ST11;ST10;ST06;ST29;ST05;ST24;ST14;ST30;ST08;ST09;ST03;ST04;ST07;ST02;ST26;ST27;ST21;ST25,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03220,SLOW_MOVER,ST10;ST15;ST14;ST24;ST25;ST01;ST21;ST13;ST19;ST20;ST27;ST04;ST29;ST09;ST08;ST28;ST23;ST03;ST30;ST22;ST18;ST02;ST12,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03749,SLOW_MOVER,ST26;ST29;ST23;ST12;ST14;ST21;ST03;ST08;ST11;ST09;ST07;ST10;ST02;ST01;ST30;ST18;ST27;ST20;ST15;ST25;ST05;ST19,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02209,SLOW_MOVER,ST01;ST30;ST18;ST11;ST24;ST03;ST19;ST29;ST14;ST25;ST26;ST20;ST10;ST15;ST12;ST06;ST02;ST13;ST22;ST08;ST23;ST27;ST05;ST09;ST17;ST16;ST07;ST04,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00170,SLOW_MOVER,ST15;ST30;ST03;ST25;ST28;ST07;ST23;ST01;ST14;ST11;ST13;ST12;ST20;ST05;ST26;ST22;ST09;ST04;ST29;ST19;ST16;ST18;ST06;ST17;ST21;ST10;ST24;ST08;ST27,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00052,SLOW_MOVER,ST13;ST26;ST06;ST20;ST25;ST10;ST07;ST02;ST28;ST09;ST22;ST19;ST30;ST16;ST17;ST23;ST05;ST15;ST04;ST21;ST27,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04791,SLOW_MOVER,ST08;ST05;ST16;ST29;ST30;ST09;ST19;ST13;ST24;ST21;ST02;ST17;ST14;ST23;ST18;ST28;ST27;ST26;ST01;ST11;ST25;ST07;ST12;ST06,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00631,SLOW_MOVER,ST16;ST26;ST14;ST15;ST08;ST07;ST29;ST13;ST19;ST18;ST22;ST05;ST27;ST01;ST02,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01428,SLOW_MOVER,ST03;ST21;ST29;ST23;ST30;ST06;ST17;ST10;ST01;ST18;ST05;ST22;ST13;ST26;ST27;ST25;ST15;ST07;ST02;ST24;ST19;ST04;ST11;ST09;ST08;ST28,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02728,SLOW_MOVER,ST04;ST21;ST10;ST20;ST16;ST14;ST03;ST17;ST28;ST29;ST05;ST30;ST02;ST26;ST25;ST15;ST24;ST11;ST22;ST07;ST27;ST19;ST13;ST08;ST23;ST09;ST18;ST06;ST01;ST12,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03210,SLOW_MOVER,ST23;ST15;ST07;ST17;ST18;ST26;ST20;ST12;ST14;ST24;ST02;ST28;ST16;ST05;ST04;ST30;ST10;ST27;ST21;ST25;ST09,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04945,SLOW_MOVER,ST10;ST01;ST09;ST30;ST02;ST08;ST13;ST04;ST18;ST27;ST23;ST05;ST11;ST28;ST17;ST16,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01939,SLOW_MOVER,ST21;ST30;ST09;ST15;ST27;ST06;ST07;ST11;ST13;ST22;ST14;ST28;ST23;ST25;ST05;ST18;ST17;ST29;ST01;ST10;ST24;ST20;ST02,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03031,SLOW_MOVER,ST26;ST03;ST30;ST18;ST07;ST15;ST27;ST10;ST28;ST21;ST14;ST01;ST09;ST08;ST20;ST05;ST02;ST16;ST06;ST12;ST11;ST13;ST04;ST23;ST17;ST29;ST22;ST19;ST24,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01423,SLOW_MOVER,ST22;ST26;ST17;ST07;ST11;ST03;ST28;ST21;ST09;ST13;ST29;ST27;ST15;ST08;ST20;ST02;ST16;ST25;ST14;ST23;ST05;ST30;ST04;ST24,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00821,SLOW_MOVER,ST15;ST04;ST17;ST02;ST16;ST28;ST22;ST08;ST25;ST27;ST14;ST05;ST06;ST23;ST10;ST01;ST07;ST03;ST13;ST24;ST19;ST20;ST12;ST18;ST11;ST21;ST30,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03562,SLOW_MOVER,ST12;ST05;ST18;ST04;ST08;ST28;ST29;ST27;ST21;ST13;ST10;ST06;ST01;ST30;ST25;ST02;ST11;ST17;ST16;ST19;ST23;ST22;ST09;ST20;ST07;ST24;ST14,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00589,SLOW_MOVER,ST26;ST04;ST30;ST01;ST29;ST22;ST11;ST27;ST06;ST08;ST07;ST19;ST09;ST03;ST14;ST21;ST17;ST13;ST23,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04054,SLOW_MOVER,ST17;ST14;ST11;ST29;ST12;ST06;ST21;ST01;ST09;ST10;ST27;ST30;ST26;ST23;ST20;ST07;ST15;ST19;ST08;ST24;ST04;ST05;ST02;ST18;ST03;ST28;ST13;ST22;ST25;ST16,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00389,SLOW_MOVER,ST25;ST20;ST04;ST18;ST22;ST12;ST24;ST21;ST19;ST05;ST30;ST27;ST26;ST03;ST02;ST29;ST28;ST07;ST23;ST08;ST13;ST16;ST15;ST17;ST11,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03574,SLOW_MOVER,ST22;ST29;ST01;ST21;ST17;ST10;ST08;ST25;ST11;ST05;ST13;ST06;ST03;ST09;ST26;ST15;ST02;ST30;ST28;ST24;ST20,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04102,SLOW_MOVER,ST16;ST20;ST02;ST01;ST07;ST18;ST05;ST22;ST26;ST25;ST03;ST09;ST06;ST23;ST17,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00532,SLOW_MOVER,ST25;ST04;ST17;ST11;ST13;ST16;ST21;ST06;ST01;ST08;ST05;ST09;ST14;ST23;ST29;ST19;ST12;ST27;ST10;ST18;ST26;ST22;ST07;ST30;ST02;ST15;ST20;ST03,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03523,SLOW_MOVER,ST29;ST18;ST23;ST09;ST27;ST10;ST22;ST14;ST02;ST01;ST11;ST30;ST20;ST06;ST03;ST28;ST04;ST16;ST12;ST21;ST24;ST05;ST25;ST13;ST15,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04412,SLOW_MOVER,ST14;ST16;ST12;ST28;ST09;ST05;ST20;ST30;ST13;ST15;ST21;ST22;ST01;ST03;ST23;ST18;ST24;ST04;ST29;ST26;ST11;ST06;ST27;ST10;ST17,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04107,SLOW_MOVER,ST13;ST21;ST09;ST22;ST29;ST17;ST15;ST16;ST30;ST01;ST25;ST27;ST04;ST28;ST18;ST26;ST11;ST24,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00127,SLOW_MOVER,ST18;ST01;ST19;ST15;ST27;ST02;ST14;ST17;ST13;ST16;ST21;ST09;ST26;ST24;ST12;ST03;ST22;ST08,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01830,SLOW_MOVER,ST15;ST20;ST09;ST06;ST16;ST08;ST14;ST12;ST26;ST23;ST03;ST21;ST07;ST30;ST05;ST10;ST19;ST01;ST04;ST28;ST13;ST27;ST02;ST18;ST22,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00574,SLOW_MOVER,ST21;ST14;ST25;ST07;ST23;ST18;ST22;ST27;ST24;ST01;ST16;ST09;ST30;ST15;ST26;ST02;ST12;ST04;ST13;ST20;ST06,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02907,SLOW_MOVER,ST20;ST07;ST29;ST12;ST27;ST21;ST10;ST26;ST13;ST17;ST04;ST28;ST19;ST09;ST30;ST18;ST08;ST16;ST23;ST02;ST22;ST11;ST24,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04292,SLOW_MOVER,ST19;ST03;ST22;ST11;ST02;ST24;ST09;ST28;ST08;ST06;ST17;ST01;ST30;ST12;ST21;ST10;ST15;ST26;ST18;ST29;ST05;ST04;ST13;ST27;ST20;ST16;ST07,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02164,SLOW_MOVER,ST11;ST12;ST04;ST16;ST26;ST22;ST17;ST07;ST23;ST09;ST25;ST21;ST29;ST03;ST27;ST05;ST24;ST06;ST19;ST08;ST20;ST10;ST02;ST01;ST14;ST30;ST28;ST18;ST15;ST13,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02224,SLOW_MOVER,ST03;ST15;ST18;ST08;ST14;ST21;ST30;ST11;ST04;ST10;ST19;ST12;ST26;ST23;ST16;ST22;ST17,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02997,SLOW_MOVER,ST21;ST30;ST23;ST03;ST06;ST01;ST28;ST12;ST13;ST19;ST27;ST16;ST20;ST26;ST11;ST09;ST08;ST29;ST07;ST25;ST10;ST18;ST15,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04894,SLOW_MOVER,ST20;ST01;ST21;ST04;ST19;ST02;ST29;ST26;ST07;ST15;ST28;ST13;ST17;ST09;ST27;ST18;ST10;ST23;ST22;ST05;ST11;ST25,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01023,SLOW_MOVER,ST17;ST03;ST13;ST28;ST25;ST10;ST06;ST12;ST23;ST27;ST24;ST08;ST14;ST04;ST16;ST09;ST26;ST18;ST05;ST11;ST07,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04052,SLOW_MOVER,ST08;ST01;ST28;ST03;ST10;ST05;ST24;ST19;ST25;ST06;ST27;ST15;ST22;ST26;ST02;ST17;ST21;ST29;ST18;ST14;ST30;ST16;ST09;ST07,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02822,SLOW_MOVER,ST27;ST04;ST01;ST26;ST11;ST30;ST02;ST13;ST08;ST19;ST18;ST21;ST16;ST23;ST22;ST25;ST07;ST20;ST03;ST15;ST06;ST17;ST12;ST14;ST24;ST28;ST29,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03941,SLOW_MOVER,ST15;ST01;ST05;ST06;ST13;ST14;ST10;ST12;ST29;ST09;ST08;ST19;ST18;ST22;ST24;ST23;ST21;ST20;ST25;ST03;ST11;ST30,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00732,SLOW_MOVER,ST02;ST10;ST17;ST13;ST07;ST01;ST23;ST15;ST09;ST25;ST18;ST22;ST29;ST16;ST24;ST21;ST06;ST20;ST27;ST28;ST05;ST12;ST26;ST11;ST08;ST14;ST03,,,Chronically low-demand SKU; overstocked with aging inventory.
