date,receipt_id,store_id,sku_id,customer_id,quantity,unit_price,total_value,channel,discount_pct,promo_id
2022-05-26,RCPT00001729,ST25,SKU01549,CUST00255,3,235.17,705.51,In-Store,0.0,NO_PROMO
2024-08-21,RCPT00001730,ST21,SKU04032,CUST05381,1,203.7,203.7,Mobile App,0.0,NO_PROMO
2024-08-21,RCPT00001730,ST21,SKU01420,CUST05381,1,213.65,213.65,Mobile App,0.0,NO_PROMO
2024-08-16,RCPT00001731,ST29,SKU03693,CUST09032,3,1381.82,4145.46,In-Store,19.5,PROMO087
2024-08-16,RCPT00001731,ST29,SKU04321,CUST09032,3,961.3,2883.9,In-Store,0.0,NO_PROMO
2024-10-30,RCPT00001732,ST09,SKU04571,CUST01074,1,868.52,868.52,In-Store,0.0,NO_PROMO
2023-08-08,RCPT00001733,ST22,SKU00285,CUST05303,5,505.67,2528.35,Online,49.7,PROMO030
2023-08-08,RCPT00001733,ST22,SKU01190,CUST05303,2,346.48,692.96,Online,24.8,PROMO061
2025-05-05,RCPT00001734,ST07,SKU00251,CUST00407,1,143.83,143.83,Online,0.0,NO_PROMO
2023-12-25,RCPT00001735,ST24,SKU04638,CUST00190,2,338.74,677.48,Mobile App,29.9,PROMO043
2023-12-25,RCPT00001735,ST24,SKU03640,CUST00190,1,331.65,331.65,Mobile App,29.9,PROMO043
2023-12-25,RCPT00001735,ST24,SKU00414,CUST00190,1,47.09,47.09,Mobile App,29.9,PROMO043
2023-12-25,RCPT00001735,ST24,SKU01652,CUST00190,1,193.07,193.07,Mobile App,29.9,PROMO043
2023-02-13,RCPT00001736,ST18,SKU04096,CUST01833,2,155.65,311.3,In-Store,0.0,NO_PROMO
2023-03-17,RCPT00001737,ST09,SKU04321,CUST03999,1,961.3,961.3,In-Store,7.0,PROMO002
2023-03-17,RCPT00001737,ST09,SKU04321,CUST03999,2,961.3,1922.6,In-Store,7.0,PROMO002
2023-03-17,RCPT00001737,ST09,SKU04733,CUST03999,2,486.39,972.78,In-Store,7.0,PROMO002
2025-06-25,RCPT00001738,ST04,SKU03999,CUST09885,1,494.75,494.75,Mobile App,0.0,NO_PROMO
2025-06-25,RCPT00001738,ST04,SKU03900,CUST09885,1,516.82,516.82,Mobile App,0.0,NO_PROMO
2025-06-25,RCPT00001738,ST04,SKU00854,CUST09885,1,1449.64,1449.64,Mobile App,0.0,NO_PROMO
2025-06-25,RCPT00001738,ST04,SKU03577,CUST09885,1,88.75,88.75,Mobile App,0.0,NO_PROMO
2023-11-18,RCPT00001739,ST04,SKU04154,CUST07612,5,351.77,1758.85,Online,0.0,NO_PROMO
2023-03-11,RCPT00001740,ST28,SKU00077,CUST03155,1,1562.82,1562.82,In-Store,7.0,PROMO002
2023-03-11,RCPT00001740,ST28,SKU04390,CUST03155,1,1832.3,1832.3,In-Store,27.8,PROMO078
2022-12-30,RCPT00001741,ST03,SKU03844,CUST08365,1,100.64,100.64,In-Store,0.0,NO_PROMO
2022-12-21,RCPT00001742,ST29,SKU02107,CUST06378,2,810.91,1621.82,In-Store,0.0,NO_PROMO
2022-12-21,RCPT00001742,ST29,SKU04508,CUST06378,2,375.55,751.1,In-Store,0.0,NO_PROMO
2022-12-21,RCPT00001742,ST29,SKU02683,CUST06378,2,371.82,743.64,In-Store,0.0,NO_PROMO
2023-06-29,RCPT00001743,ST22,SKU03368,CUST04598,2,1766.25,3532.5,In-Store,0.0,NO_PROMO
2023-06-29,RCPT00001743,ST22,SKU00917,CUST04598,1,182.25,182.25,In-Store,0.0,NO_PROMO
2023-04-28,RCPT00001744,ST13,SKU03524,CUST01610,1,141.25,141.25,In-Store,0.0,NO_PROMO
2023-04-28,RCPT00001744,ST13,SKU03510,CUST01610,2,143.24,286.48,In-Store,0.0,NO_PROMO
2025-02-14,RCPT00001745,ST06,SKU02717,CUST00778,1,188.3,188.3,In-Store,44.3,PROMO041
2022-09-17,RCPT00001746,ST07,SKU02930,CUST06479,3,170.16,510.48,Online,0.0,NO_PROMO
2022-09-17,RCPT00001746,ST07,SKU03495,CUST06479,1,77.84,77.84,Online,0.0,NO_PROMO
2025-10-24,RCPT00001747,ST11,SKU01639,CUST08274,1,367.95,367.95,In-Store,0.0,NO_PROMO
2024-01-16,RCPT00001748,ST22,SKU02532,CUST05675,1,115.67,115.67,Online,0.0,NO_PROMO
2024-09-19,RCPT00001749,ST08,SKU04321,CUST04358,1,961.3,961.3,In-Store,0.0,NO_PROMO
2024-09-19,RCPT00001749,ST08,SKU03094,CUST04358,2,339.49,678.98,In-Store,0.0,NO_PROMO
2024-09-19,RCPT00001749,ST08,SKU04780,CUST04358,1,37.42,37.42,In-Store,0.0,NO_PROMO
2024-09-19,RCPT00001749,ST08,SKU01226,CUST04358,1,148.05,148.05,In-Store,0.0,NO_PROMO
2025-09-06,RCPT00001750,ST04,SKU01071,CUST02678,1,673.91,673.91,Online,0.0,NO_PROMO
2025-02-27,RCPT00001751,ST21,SKU00751,CUST05034,1,91.09,91.09,Online,0.0,NO_PROMO
2025-06-19,RCPT00001752,ST21,SKU03274,CUST00301,1,156.95,156.95,Online,0.0,NO_PROMO
2025-06-19,RCPT00001752,ST21,SKU02568,CUST00301,1,1014.43,1014.43,Online,0.0,NO_PROMO
2025-06-24,RCPT00001753,ST17,SKU01105,CUST02072,1,718.64,718.64,Online,0.0,NO_PROMO
2025-06-24,RCPT00001753,ST17,SKU02278,CUST02072,4,531.96,2127.84,Online,0.0,NO_PROMO
2025-06-24,RCPT00001753,ST17,SKU01482,CUST02072,2,1578.89,3157.78,Online,0.0,NO_PROMO
2025-11-10,RCPT00001754,ST12,SKU01518,CUST06255,3,2930.01,8790.03,Online,0.0,NO_PROMO
2025-11-10,RCPT00001754,ST12,SKU01404,CUST06255,3,1213.28,3639.84,Online,0.0,NO_PROMO
2025-11-10,RCPT00001754,ST12,SKU01904,CUST06255,2,280.72,561.44,Online,0.0,NO_PROMO
2025-11-10,RCPT00001754,ST12,SKU04806,CUST06255,2,92.11,184.22,Online,0.0,NO_PROMO
2024-04-07,RCPT00001755,ST08,SKU04321,CUST04347,1,961.3,961.3,In-Store,49.8,PROMO019
2023-01-02,RCPT00001756,ST27,SKU04767,CUST01727,2,116.26,232.52,Mobile App,0.0,NO_PROMO
2023-01-02,RCPT00001756,ST27,SKU03451,CUST01727,2,145.02,290.04,Mobile App,0.0,NO_PROMO
2024-05-16,RCPT00001757,ST11,SKU04022,CUST03421,4,234.26,937.04,In-Store,32.8,PROMO036
2024-05-16,RCPT00001757,ST11,SKU03693,CUST03421,1,1381.82,1381.82,In-Store,32.8,PROMO036
2023-02-28,RCPT00001758,ST30,SKU00782,CUST00404,2,1731.92,3463.84,Online,49.1,PROMO008
2025-01-23,RCPT00001759,ST19,SKU04728,CUST00776,4,217.88,871.52,In-Store,0.0,NO_PROMO
2022-08-25,RCPT00001760,ST06,SKU02840,CUST02452,1,267.04,267.04,In-Store,0.0,NO_PROMO
2022-08-25,RCPT00001760,ST06,SKU00612,CUST02452,1,842.03,842.03,In-Store,0.0,NO_PROMO
2025-11-03,RCPT00001761,ST15,SKU03786,CUST03350,2,1371.52,2743.04,In-Store,0.0,NO_PROMO
2025-12-15,RCPT00001762,ST13,SKU03259,CUST00608,2,602.04,1204.08,In-Store,0.0,NO_PROMO
2025-12-15,RCPT00001762,ST13,SKU04283,CUST00608,4,1868.67,7474.68,In-Store,0.0,NO_PROMO
2023-07-28,RCPT00001763,ST26,SKU02880,CUST08043,1,2899.44,2899.44,Online,49.7,PROMO030
2022-09-23,RCPT00001764,ST21,SKU04588,CUST05535,3,279.4,838.2,In-Store,0.0,NO_PROMO
2022-09-23,RCPT00001764,ST21,SKU00995,CUST05535,2,237.56,475.12,In-Store,0.0,NO_PROMO
2023-12-07,RCPT00001765,ST09,SKU04903,CUST05106,1,237.98,237.98,In-Store,0.0,NO_PROMO
2023-12-07,RCPT00001765,ST09,SKU03766,CUST05106,1,268.44,268.44,In-Store,0.0,NO_PROMO
2023-12-07,RCPT00001765,ST09,SKU03846,CUST05106,2,245.51,491.02,In-Store,0.0,NO_PROMO
2024-08-04,RCPT00001766,ST08,SKU00455,CUST06327,1,1343.21,1343.21,In-Store,0.0,NO_PROMO
2024-08-04,RCPT00001766,ST08,SKU03843,CUST06327,5,125.55,627.75,In-Store,0.0,NO_PROMO
2024-03-21,RCPT00001767,ST21,SKU03727,CUST02864,3,1660.93,4982.79,Mobile App,43.8,PROMO075
2024-04-19,RCPT00001768,ST14,SKU02748,CUST03952,2,414.75,829.5,Online,0.0,NO_PROMO
2024-04-19,RCPT00001768,ST14,SKU02904,CUST03952,3,312.58,937.74,Online,0.0,NO_PROMO
2024-04-19,RCPT00001768,ST14,SKU04318,CUST03952,1,205.5,205.5,Online,0.0,NO_PROMO
2024-04-19,RCPT00001768,ST14,SKU00286,CUST03952,4,64.45,257.8,Online,5.9,PROMO016
2023-07-24,RCPT00001769,ST01,SKU02719,CUST05010,2,1796.28,3592.56,Online,49.7,PROMO030
2023-07-24,RCPT00001769,ST01,SKU03213,CUST05010,1,226.59,226.59,Online,49.7,PROMO030
2022-10-15,RCPT00001770,ST14,SKU00823,CUST07835,1,183.03,183.03,In-Store,0.0,NO_PROMO
2022-10-15,RCPT00001770,ST14,SKU03550,CUST07835,2,865.57,1731.14,In-Store,0.0,NO_PROMO
2025-11-27,RCPT00001771,ST03,SKU03476,CUST01043,1,681.44,681.44,Online,0.0,NO_PROMO
2025-11-27,RCPT00001771,ST03,SKU04571,CUST01043,1,868.52,868.52,Online,0.0,NO_PROMO
2025-11-27,RCPT00001771,ST03,SKU01363,CUST01043,1,3184.6,3184.6,Online,0.0,NO_PROMO
2025-11-27,RCPT00001771,ST03,SKU02982,CUST01043,4,413.73,1654.92,Online,0.0,NO_PROMO
2023-08-06,RCPT00001772,ST12,SKU01189,CUST04695,1,2299.8,2299.8,In-Store,49.7,PROMO030
2023-08-06,RCPT00001772,ST12,SKU00064,CUST04695,2,214.86,429.72,In-Store,49.7,PROMO030
2024-04-13,RCPT00001773,ST13,SKU01031,CUST01157,3,668.1,2004.3,In-Store,49.8,PROMO019
2024-04-13,RCPT00001773,ST13,SKU03870,CUST01157,2,301.78,603.56,In-Store,49.8,PROMO019
2024-04-13,RCPT00001773,ST13,SKU02921,CUST01157,3,319.54,958.62,In-Store,49.8,PROMO019
2024-04-13,RCPT00001773,ST13,SKU04625,CUST01157,2,66.1,132.2,In-Store,49.8,PROMO019
2022-09-09,RCPT00001774,ST30,SKU00953,CUST02847,1,273.99,273.99,In-Store,0.0,NO_PROMO
2022-09-09,RCPT00001774,ST30,SKU02034,CUST02847,5,751.83,3759.15,In-Store,0.0,NO_PROMO
2022-09-09,RCPT00001774,ST30,SKU02433,CUST02847,5,89.32,446.6,In-Store,0.0,NO_PROMO
2023-03-16,RCPT00001775,ST25,SKU01989,CUST06266,1,367.67,367.67,In-Store,7.0,PROMO002
2023-03-16,RCPT00001775,ST25,SKU01371,CUST06266,3,1277.61,3832.83,In-Store,27.8,PROMO078
2024-01-18,RCPT00001776,ST30,SKU03427,CUST04283,1,807.12,807.12,In-Store,0.0,NO_PROMO
2024-01-18,RCPT00001776,ST30,SKU03088,CUST04283,2,223.55,447.1,In-Store,0.0,NO_PROMO
2024-01-18,RCPT00001776,ST30,SKU01972,CUST04283,2,81.24,162.48,In-Store,0.0,NO_PROMO
2022-06-23,RCPT00001777,ST28,SKU01138,CUST06090,1,181.15,181.15,Mobile App,0.0,NO_PROMO
2022-06-23,RCPT00001777,ST28,SKU01535,CUST06090,2,296.6,593.2,Mobile App,0.0,NO_PROMO
2025-11-10,RCPT00001778,ST06,SKU02775,CUST02027,5,163.46,817.3,In-Store,0.0,NO_PROMO
2025-11-10,RCPT00001778,ST06,SKU01606,CUST02027,3,187.87,563.61,In-Store,0.0,NO_PROMO
2022-10-17,RCPT00001779,ST17,SKU00362,CUST00041,1,1778.33,1778.33,In-Store,0.0,NO_PROMO
2022-01-24,RCPT00001780,ST18,SKU04321,CUST06485,3,961.3,2883.9,In-Store,0.0,NO_PROMO
2024-02-08,RCPT00001781,ST12,SKU01043,CUST05122,1,89.02,89.02,In-Store,0.0,NO_PROMO
2024-02-08,RCPT00001781,ST12,SKU03544,CUST05122,1,184.75,184.75,In-Store,0.0,NO_PROMO
2024-03-20,RCPT00001782,ST11,SKU04329,CUST06367,1,2452.07,2452.07,In-Store,43.8,PROMO075
2024-03-20,RCPT00001782,ST11,SKU04078,CUST06367,1,357.55,357.55,In-Store,43.8,PROMO075
2025-04-23,RCPT00001783,ST06,SKU02513,CUST01323,1,101.57,101.57,Mobile App,0.0,NO_PROMO
2025-04-23,RCPT00001783,ST06,SKU00527,CUST01323,5,763.4,3817.0,Mobile App,0.0,NO_PROMO
2024-01-15,RCPT00001784,ST15,SKU01375,CUST04315,1,383.13,383.13,Online,0.0,NO_PROMO
2023-11-17,RCPT00001785,ST18,SKU04718,CUST09634,3,148.59,445.77,Online,0.0,NO_PROMO
2024-06-17,RCPT00001786,ST12,SKU03908,CUST04666,4,951.93,3807.72,Online,14.1,PROMO023
2024-06-17,RCPT00001786,ST12,SKU02954,CUST04666,5,603.3,3016.5,Online,14.1,PROMO023
2024-11-06,RCPT00001787,ST05,SKU00633,CUST05761,2,189.01,378.02,In-Store,0.0,NO_PROMO
2024-11-06,RCPT00001787,ST05,SKU03639,CUST05761,1,137.55,137.55,In-Store,0.0,NO_PROMO
2024-11-06,RCPT00001787,ST05,SKU03030,CUST05761,2,108.63,217.26,In-Store,9.9,PROMO009
2025-09-09,RCPT00001788,ST27,SKU00264,CUST09213,1,242.74,242.74,Online,0.0,NO_PROMO
2025-09-09,RCPT00001788,ST27,SKU04347,CUST09213,1,305.95,305.95,Online,0.0,NO_PROMO
2025-09-09,RCPT00001788,ST27,SKU03232,CUST09213,1,2223.84,2223.84,Online,0.0,NO_PROMO
2024-07-19,RCPT00001789,ST18,SKU03313,CUST03633,1,322.08,322.08,In-Store,22.6,PROMO045
2024-07-19,RCPT00001789,ST18,SKU00376,CUST03633,1,207.45,207.45,In-Store,22.6,PROMO045
2022-10-16,RCPT00001790,ST24,SKU04321,CUST07352,2,961.3,1922.6,In-Store,0.0,NO_PROMO
2025-12-10,RCPT00001791,ST19,SKU01990,CUST08266,3,161.94,485.82,Online,0.0,NO_PROMO
2023-11-21,RCPT00001792,ST13,SKU03569,CUST01622,3,3079.29,9237.87,In-Store,0.0,NO_PROMO
2023-07-19,RCPT00001793,ST25,SKU04350,CUST01370,3,394.93,1184.79,In-Store,24.8,PROMO061
2023-12-16,RCPT00001794,ST28,SKU02215,CUST06550,2,731.38,1462.76,In-Store,0.0,NO_PROMO
2025-08-27,RCPT00001795,ST18,SKU01192,CUST08643,3,149.22,447.66,Online,0.0,NO_PROMO
2022-05-23,RCPT00001796,ST28,SKU04064,CUST01857,4,3845.32,15381.28,In-Store,0.0,NO_PROMO
2022-05-23,RCPT00001796,ST28,SKU02760,CUST01857,1,430.99,430.99,In-Store,0.0,NO_PROMO
2022-05-23,RCPT00001796,ST28,SKU01280,CUST01857,1,593.19,593.19,In-Store,0.0,NO_PROMO
2023-10-27,RCPT00001797,ST14,SKU02109,CUST01687,2,420.37,840.74,Online,0.0,NO_PROMO
2023-10-27,RCPT00001797,ST14,SKU03106,CUST01687,1,127.35,127.35,Online,0.0,NO_PROMO
2023-06-02,RCPT00001798,ST18,SKU03292,CUST00623,3,164.03,492.09,Mobile App,39.9,PROMO040
2023-06-02,RCPT00001798,ST18,SKU04596,CUST00623,1,335.55,335.55,Mobile App,39.9,PROMO040
2022-08-21,RCPT00001799,ST29,SKU00371,CUST05360,2,515.75,1031.5,In-Store,0.0,NO_PROMO
2023-01-29,RCPT00001800,ST28,SKU00938,CUST09739,2,47.74,95.48,Online,0.0,NO_PROMO
2023-09-29,RCPT00001801,ST06,SKU00898,CUST08570,3,964.85,2894.55,In-Store,0.0,NO_PROMO
2023-09-29,RCPT00001801,ST06,SKU01546,CUST08570,1,562.85,562.85,In-Store,0.0,NO_PROMO
2023-09-29,RCPT00001801,ST06,SKU02330,CUST08570,2,221.38,442.76,In-Store,0.0,NO_PROMO
2023-09-29,RCPT00001801,ST06,SKU04227,CUST08570,1,283.28,283.28,In-Store,0.0,NO_PROMO
2023-11-14,RCPT00001802,ST09,SKU01215,CUST04370,1,268.96,268.96,Online,0.0,NO_PROMO
2023-11-14,RCPT00001802,ST09,SKU00404,CUST04370,2,230.08,460.16,Online,0.0,NO_PROMO
2023-11-14,RCPT00001802,ST09,SKU01724,CUST04370,1,291.92,291.92,Online,0.0,NO_PROMO
2023-11-14,RCPT00001802,ST09,SKU03665,CUST04370,2,311.73,623.46,Online,0.0,NO_PROMO
2025-08-20,RCPT00001803,ST07,SKU04321,CUST09805,2,961.3,1922.6,Mobile App,0.0,NO_PROMO
2023-10-30,RCPT00001804,ST08,SKU03368,CUST05563,2,1766.25,3532.5,Online,44.3,PROMO048
2023-10-30,RCPT00001804,ST08,SKU01249,CUST05563,5,112.21,561.05,Online,0.0,NO_PROMO
2023-05-27,RCPT00001805,ST26,SKU04453,CUST06342,3,265.58,796.74,In-Store,0.0,NO_PROMO
2023-11-30,RCPT00001806,ST05,SKU03133,CUST07445,3,262.89,788.67,Online,0.0,NO_PROMO
2023-11-30,RCPT00001806,ST05,SKU02340,CUST07445,1,234.67,234.67,Online,0.0,NO_PROMO
2023-03-14,RCPT00001807,ST04,SKU00642,CUST02733,1,417.52,417.52,In-Store,7.0,PROMO002
2023-03-14,RCPT00001807,ST04,SKU04154,CUST02733,1,351.77,351.77,In-Store,7.0,PROMO002
2022-11-14,RCPT00001808,ST02,SKU01688,CUST05221,3,158.65,475.95,Mobile App,0.0,NO_PROMO
2025-06-29,RCPT00001809,ST06,SKU03458,CUST01290,2,1311.02,2622.04,In-Store,0.0,NO_PROMO
2025-06-29,RCPT00001809,ST06,SKU03053,CUST01290,1,4086.72,4086.72,In-Store,0.0,NO_PROMO
2023-11-10,RCPT00001810,ST20,SKU03768,CUST02597,2,3321.91,6643.82,In-Store,15.1,PROMO064
2023-11-10,RCPT00001810,ST20,SKU02477,CUST02597,3,234.35,703.05,In-Store,0.0,NO_PROMO
2023-11-10,RCPT00001810,ST20,SKU02155,CUST02597,1,1113.48,1113.48,In-Store,15.1,PROMO064
2023-07-18,RCPT00001811,ST25,SKU01578,CUST03259,2,540.35,1080.7,In-Store,0.0,NO_PROMO
2024-10-19,RCPT00001812,ST18,SKU03800,CUST04680,2,114.46,228.92,In-Store,0.0,NO_PROMO
2024-10-19,RCPT00001812,ST18,SKU02708,CUST04680,1,1971.33,1971.33,In-Store,0.0,NO_PROMO
2024-10-19,RCPT00001812,ST18,SKU01950,CUST04680,2,104.93,209.86,In-Store,0.0,NO_PROMO
2024-10-19,RCPT00001812,ST18,SKU03915,CUST04680,1,1708.53,1708.53,In-Store,0.0,NO_PROMO
2024-10-19,RCPT00001812,ST18,SKU04321,CUST04680,1,961.3,961.3,In-Store,0.0,NO_PROMO
2025-11-12,RCPT00001813,ST29,SKU03297,CUST02131,2,185.56,371.12,Online,0.0,NO_PROMO
2025-11-12,RCPT00001813,ST29,SKU00048,CUST02131,1,111.68,111.68,Online,0.0,NO_PROMO
2024-07-18,RCPT00001814,ST23,SKU00836,CUST07393,2,765.01,1530.02,Mobile App,22.6,PROMO045
2024-07-18,RCPT00001814,ST23,SKU00363,CUST07393,1,1103.75,1103.75,Mobile App,22.6,PROMO045
2024-07-18,RCPT00001814,ST23,SKU00242,CUST07393,1,218.49,218.49,Mobile App,22.6,PROMO045
2024-07-18,RCPT00001814,ST23,SKU04321,CUST07393,1,961.3,961.3,Mobile App,22.6,PROMO045
2024-07-18,RCPT00001814,ST23,SKU03727,CUST07393,1,1660.93,1660.93,Mobile App,22.6,PROMO045
2024-09-11,RCPT00001815,ST20,SKU04076,CUST04042,4,165.54,662.16,Online,0.0,NO_PROMO
2025-10-14,RCPT00001816,ST21,SKU02924,CUST09687,3,1530.37,4591.11,Online,0.0,NO_PROMO
2025-10-14,RCPT00001816,ST21,SKU02274,CUST09687,1,2368.45,2368.45,Online,0.0,NO_PROMO
2025-10-14,RCPT00001816,ST21,SKU02851,CUST09687,3,2854.29,8562.87,Online,0.0,NO_PROMO
2025-08-16,RCPT00001817,ST09,SKU01270,CUST03892,1,282.8,282.8,Online,0.0,NO_PROMO
2025-08-16,RCPT00001817,ST09,SKU02136,CUST03892,2,3212.47,6424.94,Online,0.0,NO_PROMO
2025-09-05,RCPT00001818,ST10,SKU04956,CUST08916,1,597.85,597.85,In-Store,0.0,NO_PROMO
2025-09-05,RCPT00001818,ST10,SKU00996,CUST08916,1,117.61,117.61,In-Store,0.0,NO_PROMO
2025-09-05,RCPT00001818,ST10,SKU01576,CUST08916,1,709.54,709.54,In-Store,0.0,NO_PROMO
2024-08-15,RCPT00001819,ST20,SKU00737,CUST06629,1,436.92,436.92,Online,0.0,NO_PROMO
2024-12-16,RCPT00001820,ST20,SKU03853,CUST06177,1,326.25,326.25,In-Store,0.0,NO_PROMO
2024-12-16,RCPT00001820,ST20,SKU02157,CUST06177,2,182.04,364.08,In-Store,0.0,NO_PROMO
2024-12-16,RCPT00001820,ST20,SKU02892,CUST06177,1,77.05,77.05,In-Store,0.0,NO_PROMO
2024-12-16,RCPT00001820,ST20,SKU02225,CUST06177,3,1087.98,3263.94,In-Store,0.0,NO_PROMO
2024-12-16,RCPT00001820,ST20,SKU03851,CUST06177,1,99.5,99.5,In-Store,0.0,NO_PROMO
2024-02-27,RCPT00001821,ST19,SKU03087,CUST07443,1,330.63,330.63,Online,0.0,NO_PROMO
2025-11-17,RCPT00001822,ST07,SKU03557,CUST04728,4,154.56,618.24,Online,0.0,NO_PROMO
2025-11-17,RCPT00001822,ST07,SKU04057,CUST04728,4,1531.28,6125.12,Online,0.0,NO_PROMO
2025-04-09,RCPT00001823,ST22,SKU01045,CUST02574,4,451.29,1805.16,Mobile App,0.0,NO_PROMO
2025-04-09,RCPT00001823,ST22,SKU02251,CUST02574,2,183.16,366.32,Mobile App,0.0,NO_PROMO
2022-04-21,RCPT00001824,ST07,SKU04035,CUST06551,1,140.98,140.98,In-Store,0.0,NO_PROMO
2025-03-29,RCPT00001825,ST11,SKU02143,CUST06056,1,88.64,88.64,In-Store,0.0,NO_PROMO
2022-08-25,RCPT00001826,ST20,SKU02738,CUST04325,1,230.16,230.16,In-Store,0.0,NO_PROMO
2024-10-22,RCPT00001827,ST13,SKU02166,CUST06800,4,434.78,1739.12,Online,0.0,NO_PROMO
2024-10-22,RCPT00001827,ST13,SKU02727,CUST06800,3,492.28,1476.84,Online,0.0,NO_PROMO
2024-08-17,RCPT00001828,ST20,SKU00702,CUST03155,2,1621.05,3242.1,In-Store,0.0,NO_PROMO
2025-12-26,RCPT00001829,ST12,SKU01704,CUST09526,1,119.92,119.92,In-Store,0.0,NO_PROMO
2023-12-14,RCPT00001830,ST07,SKU02747,CUST09286,4,561.26,2245.04,Online,0.0,NO_PROMO
2022-06-16,RCPT00001831,ST03,SKU01732,CUST09688,1,402.29,402.29,Online,42.8,PROMO022
2025-02-15,RCPT00001832,ST22,SKU04292,CUST00724,3,175.78,527.34,In-Store,44.3,PROMO041
2025-02-15,RCPT00001832,ST22,SKU04927,CUST00724,1,201.34,201.34,In-Store,44.3,PROMO041
2025-02-15,RCPT00001832,ST22,SKU04154,CUST00724,2,351.77,703.54,In-Store,44.3,PROMO041
2024-04-18,RCPT00001833,ST04,SKU04321,CUST05286,2,961.3,1922.6,In-Store,0.0,NO_PROMO
2024-04-18,RCPT00001833,ST04,SKU01455,CUST05286,1,98.09,98.09,In-Store,5.9,PROMO016
2024-07-02,RCPT00001834,ST14,SKU02300,CUST09078,3,95.66,286.98,In-Store,22.6,PROMO045
2024-09-08,RCPT00001835,ST20,SKU02382,CUST01051,4,1233.79,4935.16,Online,0.0,NO_PROMO
2025-06-02,RCPT00001836,ST05,SKU00976,CUST08405,2,268.42,536.84,In-Store,0.0,NO_PROMO
2025-06-02,RCPT00001836,ST05,SKU03292,CUST08405,1,164.03,164.03,In-Store,0.0,NO_PROMO
2025-06-02,RCPT00001836,ST05,SKU01878,CUST08405,2,98.98,197.96,In-Store,0.0,NO_PROMO
2024-07-08,RCPT00001837,ST19,SKU03601,CUST02301,5,790.24,3951.2,In-Store,28.0,PROMO081
2025-10-27,RCPT00001838,ST27,SKU03630,CUST02505,2,234.93,469.86,In-Store,0.0,NO_PROMO
2025-10-27,RCPT00001838,ST27,SKU04350,CUST02505,1,394.93,394.93,In-Store,0.0,NO_PROMO
2025-12-22,RCPT00001839,ST04,SKU02538,CUST02292,2,216.58,433.16,In-Store,0.0,NO_PROMO
2022-09-25,RCPT00001840,ST12,SKU04649,CUST01400,1,541.59,541.59,Online,0.0,NO_PROMO
2022-09-25,RCPT00001840,ST12,SKU00146,CUST01400,4,703.46,2813.84,Online,0.0,NO_PROMO
2023-08-17,RCPT00001841,ST15,SKU02990,CUST08984,1,321.24,321.24,Mobile App,0.0,NO_PROMO
2022-11-15,RCPT00001842,ST19,SKU00531,CUST02821,2,2949.96,5899.92,Online,0.0,NO_PROMO
2022-11-15,RCPT00001842,ST19,SKU02368,CUST02821,2,849.39,1698.78,Online,0.0,NO_PROMO
2022-11-15,RCPT00001842,ST19,SKU02494,CUST02821,1,102.3,102.3,Online,0.0,NO_PROMO
2024-09-18,RCPT00001843,ST27,SKU02462,CUST03844,1,171.89,171.89,In-Store,0.0,NO_PROMO
2024-09-18,RCPT00001843,ST27,SKU03596,CUST03844,2,222.89,445.78,In-Store,0.0,NO_PROMO
2024-09-18,RCPT00001843,ST27,SKU02178,CUST03844,5,188.27,941.35,In-Store,0.0,NO_PROMO
2024-09-18,RCPT00001843,ST27,SKU03116,CUST03844,1,804.33,804.33,In-Store,0.0,NO_PROMO
2025-04-23,RCPT00001844,ST17,SKU03786,CUST03411,1,1371.52,1371.52,Online,23.7,PROMO013
2025-04-23,RCPT00001844,ST17,SKU01813,CUST03411,3,154.92,464.76,Online,0.0,NO_PROMO
2023-02-03,RCPT00001845,ST30,SKU01175,CUST04111,3,618.29,1854.87,Mobile App,0.0,NO_PROMO
2023-02-03,RCPT00001845,ST30,SKU01358,CUST04111,3,180.03,540.09,Mobile App,0.0,NO_PROMO
2023-02-03,RCPT00001845,ST30,SKU02368,CUST04111,1,849.39,849.39,Mobile App,0.0,NO_PROMO
2025-04-22,RCPT00001846,ST26,SKU00082,CUST08866,2,480.16,960.32,In-Store,0.0,NO_PROMO
2025-04-04,RCPT00001847,ST23,SKU01764,CUST07114,1,2017.27,2017.27,In-Store,0.0,NO_PROMO
2025-04-04,RCPT00001847,ST23,SKU01720,CUST07114,3,2353.73,7061.19,In-Store,0.0,NO_PROMO
2023-11-14,RCPT00001848,ST24,SKU04602,CUST07860,1,100.41,100.41,In-Store,0.0,NO_PROMO
2023-11-14,RCPT00001848,ST24,SKU02176,CUST07860,2,989.87,1979.74,In-Store,0.0,NO_PROMO
2023-11-14,RCPT00001848,ST24,SKU04758,CUST07860,2,2060.11,4120.22,In-Store,0.0,NO_PROMO
2025-08-25,RCPT00001849,ST18,SKU04571,CUST05202,5,868.52,4342.6,In-Store,0.0,NO_PROMO
2024-02-19,RCPT00001850,ST20,SKU04243,CUST05925,1,86.81,86.81,In-Store,0.0,NO_PROMO
2024-02-19,RCPT00001850,ST20,SKU00079,CUST05925,4,197.9,791.6,In-Store,0.0,NO_PROMO
2024-02-19,RCPT00001850,ST20,SKU03397,CUST05925,1,393.07,393.07,In-Store,0.0,NO_PROMO
2025-08-05,RCPT00001851,ST10,SKU02028,CUST08596,5,349.07,1745.35,Mobile App,49.6,PROMO088
