week,sku_id,weekly_quantity,baseline_forecast
2025-10-14,SKU00908,1.0,0.0
2025-10-21,SKU00908,0.0,0.0
2025-10-28,SKU00908,0.0,0.0
2025-11-04,SKU00908,0.0,1.0
2025-11-11,SKU00908,1.0,0.0
2025-11-18,SKU00908,1.0,0.0
2025-11-25,SKU00908,0.0,0.0
2025-12-02,SKU00908,0.0,2.0
2025-12-09,SKU00908,0.0,0.0
2025-12-16,SKU00908,0.0,3.0
2025-12-23,SKU00908,0.0,0.0
2025-12-30,SKU00908,0.0,0.0
2025-01-07,SKU00909,0.0,0.0
2025-01-14,SKU00909,0.0,0.0
2025-01-21,SKU00909,0.0,0.0
2025-01-28,SKU00909,0.0,0.0
2025-02-04,SKU00909,0.0,0.0
2025-02-11,SKU00909,0.0,0.0
2025-02-18,SKU00909,0.0,0.0
2025-02-25,SKU00909,0.0,1.0
2025-03-04,SKU00909,0.0,0.0
2025-03-11,SKU00909,0.0,0.0
2025-03-18,SKU00909,0.0,4.0
2025-03-25,SKU00909,0.0,0.0
2025-04-01,SKU00909,0.0,0.0
2025-04-08,SKU00909,0.0,0.0
2025-04-15,SKU00909,0.0,0.0
2025-04-22,SKU00909,0.0,0.0
2025-04-29,SKU00909,2.0,0.0
2025-05-06,SKU00909,0.0,0.0
2025-05-13,SKU00909,3.0,0.0
2025-05-20,SKU00909,0.0,0.0
2025-05-27,SKU00909,0.0,0.0
2025-06-03,SKU00909,0.0,0.0
2025-06-10,SKU00909,0.0,0.0
2025-06-17,SKU00909,1.0,0.0
2025-06-24,SKU00909,0.0,0.0
2025-07-01,SKU00909,0.0,2.0
2025-07-08,SKU00909,0.0,0.0
2025-07-15,SKU00909,0.0,0.0
2025-07-22,SKU00909,0.0,0.0
2025-07-29,SKU00909,0.0,0.0
2025-08-05,SKU00909,0.0,0.0
2025-08-12,SKU00909,0.0,0.0
2025-08-19,SKU00909,0.0,0.0
2025-08-26,SKU00909,0.0,0.0
2025-09-02,SKU00909,0.0,4.0
2025-09-09,SKU00909,1.0,0.0
2025-09-16,SKU00909,0.0,0.0
2025-09-23,SKU00909,0.0,4.0
2025-09-30,SKU00909,0.0,0.0
2025-10-07,SKU00909,0.0,3.0
2025-10-14,SKU00909,0.0,0.0
2025-10-21,SKU00909,0.0,0.0
2025-10-28,SKU00909,0.0,0.0
2025-11-04,SKU00909,0.0,0.0
2025-11-11,SKU00909,0.0,0.0
2025-11-18,SKU00909,0.0,0.0
2025-11-25,SKU00909,0.0,0.0
2025-12-02,SKU00909,0.0,0.0
2025-12-09,SKU00909,0.0,0.0
2025-12-16,SKU00909,0.0,0.0
2025-12-23,SKU00909,0.0,2.0
2025-12-30,SKU00909,0.0,0.0
2025-01-07,SKU00910,0.0,0.0
2025-01-14,SKU00910,6.0,4.0
2025-01-21,SKU00910,0.0,0.0
2025-01-28,SKU00910,0.0,0.0
2025-02-04,SKU00910,0.0,0.0
2025-02-11,SKU00910,0.0,0.0
2025-02-18,SKU00910,4.0,0.0
2025-02-25,SKU00910,1.0,0.0
2025-03-04,SKU00910,0.0,0.0
2025-03-11,SKU00910,0.0,2.0
2025-03-18,SKU00910,0.0,1.0
2025-03-25,SKU00910,0.0,0.0
2025-04-01,SKU00910,0.0,1.0
2025-04-08,SKU00910,0.0,1.0
2025-04-15,SKU00910,0.0,0.0
2025-04-22,SKU00910,0.0,0.0
2025-04-29,SKU00910,0.0,0.0
2025-05-06,SKU00910,0.0,0.0
2025-05-13,SKU00910,0.0,2.0
2025-05-20,SKU00910,0.0,0.0
2025-05-27,SKU00910,0.0,0.0
2025-06-03,SKU00910,0.0,0.0
2025-06-10,SKU00910,2.0,0.0
2025-06-17,SKU00910,0.0,0.0
2025-06-24,SKU00910,0.0,0.0
2025-07-01,SKU00910,0.0,0.0
2025-07-08,SKU00910,0.0,0.0
2025-07-15,SKU00910,0.0,0.0
2025-07-22,SKU00910,0.0,0.0
2025-07-29,SKU00910,0.0,0.0
2025-08-05,SKU00910,3.0,0.0
2025-08-12,SKU00910,0.0,0.0
2025-08-19,SKU00910,0.0,0.0
2025-08-26,SKU00910,4.0,0.0
2025-09-02,SKU00910,0.0,0.0
2025-09-09,SKU00910,0.0,0.0
2025-09-16,SKU00910,0.0,0.0
2025-09-23,SKU00910,0.0,2.0
2025-09-30,SKU00910,0.0,0.0
2025-10-07,SKU00910,2.0,0.0
2025-10-14,SKU00910,0.0,0.0
2025-10-21,SKU00910,3.0,0.0
2025-10-28,SKU00910,1.0,0.0
2025-11-04,SKU00910,3.0,0.0
2025-11-11,SKU00910,0.0,0.0
2025-11-18,SKU00910,0.0,0.0
2025-11-25,SKU00910,0.0,1.0
2025-12-02,SKU00910,0.0,0.0
2025-12-09,SKU00910,0.0,0.0
2025-12-16,SKU00910,0.0,2.0
2025-12-23,SKU00910,0.0,0.0
2025-12-30,SKU00910,0.0,1.0
2025-01-07,SKU00911,0.0,0.0
2025-01-14,SKU00911,0.0,0.0
2025-01-21,SKU00911,0.0,0.0
2025-01-28,SKU00911,0.0,0.0
2025-02-04,SKU00911,0.0,0.0
2025-02-11,SKU00911,0.0,0.0
2025-02-18,SKU00911,0.0,0.0
2025-02-25,SKU00911,0.0,0.0
2025-03-04,SKU00911,0.0,0.0
2025-03-11,SKU00911,0.0,0.0
2025-03-18,SKU00911,0.0,0.0
2025-03-25,SKU00911,0.0,0.0
2025-04-01,SKU00911,0.0,0.0
2025-04-08,SKU00911,0.0,0.0
2025-04-15,SKU00911,0.0,0.0
2025-04-22,SKU00911,0.0,0.0
2025-04-29,SKU00911,0.0,0.0
2025-05-06,SKU00911,0.0,0.0
2025-05-13,SKU00911,0.0,0.0
2025-05-20,SKU00911,0.0,0.0
2025-05-27,SKU00911,0.0,0.0
2025-06-03,SKU00911,0.0,0.0
2025-06-10,SKU00911,0.0,0.0
2025-06-17,SKU00911,0.0,0.0
2025-06-24,SKU00911,1.0,0.0
2025-07-01,SKU00911,0.0,0.0
2025-07-08,SKU00911,0.0,0.0
2025-07-15,SKU00911,0.0,0.0
2025-07-22,SKU00911,1.0,0.0
2025-07-29,SKU00911,0.0,0.0
2025-08-05,SKU00911,0.0,0.0
2025-08-12,SKU00911,0.0,0.0
2025-08-19,SKU00911,0.0,0.0
2025-08-26,SKU00911,0.0,0.0
2025-09-02,SKU00911,0.0,0.0
2025-09-09,SKU00911,0.0,0.0
2025-09-16,SKU00911,0.0,0.0
2025-09-23,SKU00911,0.0,0.0
2025-09-30,SKU00911,0.0,0.0
2025-10-07,SKU00911,0.0,0.0
2025-10-14,SKU00911,0.0,3.0
2025-10-21,SKU00911,0.0,0.0
2025-10-28,SKU00911,0.0,0.0
2025-11-04,SKU00911,0.0,0.0
2025-11-11,SKU00911,0.0,0.0
2025-11-18,SKU00911,0.0,0.0
2025-11-25,SKU00911,0.0,0.0
2025-12-02,SKU00911,0.0,0.0
2025-12-09,SKU00911,0.0,0.0
2025-12-16,SKU00911,0.0,0.0
2025-12-23,SKU00911,0.0,0.0
2025-12-30,SKU00911,0.0,0.0
2025-01-07,SKU00912,0.0,0.0
2025-01-14,SKU00912,0.0,0.0
2025-01-21,SKU00912,0.0,1.0
2025-01-28,SKU00912,0.0,0.0
2025-02-04,SKU00912,0.0,0.0
2025-02-11,SKU00912,0.0,0.0
2025-02-18,SKU00912,0.0,0.0
2025-02-25,SKU00912,0.0,0.0
2025-03-04,SKU00912,0.0,0.0
2025-03-11,SKU00912,2.0,0.0
2025-03-18,SKU00912,0.0,0.0
2025-03-25,SKU00912,0.0,0.0
2025-04-01,SKU00912,0.0,0.0
2025-04-08,SKU00912,0.0,0.0
2025-04-15,SKU00912,0.0,0.0
2025-04-22,SKU00912,0.0,0.0
2025-04-29,SKU00912,0.0,0.0
2025-05-06,SKU00912,0.0,2.0
2025-05-13,SKU00912,0.0,0.0
2025-05-20,SKU00912,0.0,2.0
2025-05-27,SKU00912,0.0,0.0
2025-06-03,SKU00912,0.0,0.0
2025-06-10,SKU00912,0.0,0.0
2025-06-17,SKU00912,0.0,0.0
2025-06-24,SKU00912,0.0,2.0
2025-07-01,SKU00912,0.0,0.0
2025-07-08,SKU00912,2.0,0.0
2025-07-15,SKU00912,0.0,0.0
2025-07-22,SKU00912,0.0,0.0
2025-07-29,SKU00912,0.0,0.0
2025-08-05,SKU00912,0.0,0.0
2025-08-12,SKU00912,4.0,0.0
2025-08-19,SKU00912,5.0,0.0
2025-08-26,SKU00912,0.0,0.0
2025-09-02,SKU00912,0.0,0.0
2025-09-09,SKU00912,0.0,1.0
2025-09-16,SKU00912,0.0,0.0
2025-09-23,SKU00912,0.0,0.0
2025-09-30,SKU00912,0.0,0.0
2025-10-07,SKU00912,0.0,0.0
2025-10-14,SKU00912,0.0,0.0
2025-10-21,SKU00912,0.0,0.0
2025-10-28,SKU00912,0.0,0.0
2025-11-04,SKU00912,0.0,0.0
2025-11-11,SKU00912,0.0,0.0
2025-11-18,SKU00912,0.0,0.0
2025-11-25,SKU00912,0.0,0.0
2025-12-02,SKU00912,0.0,0.0
2025-12-09,SKU00912,0.0,0.0
2025-12-16,SKU00912,1.0,0.0
2025-12-23,SKU00912,0.0,0.0
2025-12-30,SKU00912,0.0,0.0
2025-01-07,SKU00913,0.0,0.0
2025-01-14,SKU00913,0.0,0.0
2025-01-21,SKU00913,0.0,0.0
2025-01-28,SKU00913,0.0,0.0
2025-02-04,SKU00913,0.0,0.0
2025-02-11,SKU00913,0.0,0.0
2025-02-18,SKU00913,0.0,0.0
2025-02-25,SKU00913,0.0,0.0
2025-03-04,SKU00913,0.0,0.0
2025-03-11,SKU00913,0.0,0.0
2025-03-18,SKU00913,0.0,0.0
2025-03-25,SKU00913,3.0,0.0
2025-04-01,SKU00913,0.0,0.0
2025-04-08,SKU00913,0.0,0.0
2025-04-15,SKU00913,0.0,0.0
2025-04-22,SKU00913,0.0,0.0
2025-04-29,SKU00913,0.0,3.0
2025-05-06,SKU00913,0.0,0.0
2025-05-13,SKU00913,0.0,0.0
2025-05-20,SKU00913,0.0,0.0
2025-05-27,SKU00913,0.0,0.0
2025-06-03,SKU00913,2.0,0.0
2025-06-10,SKU00913,0.0,0.0
2025-06-17,SKU00913,0.0,0.0
2025-06-24,SKU00913,0.0,0.0
2025-07-01,SKU00913,0.0,0.0
2025-07-08,SKU00913,0.0,0.0
2025-07-15,SKU00913,0.0,0.0
2025-07-22,SKU00913,0.0,0.0
2025-07-29,SKU00913,0.0,0.0
2025-08-05,SKU00913,0.0,0.0
2025-08-12,SKU00913,0.0,0.0
2025-08-19,SKU00913,0.0,0.0
2025-08-26,SKU00913,0.0,0.0
2025-09-02,SKU00913,0.0,0.0
2025-09-09,SKU00913,0.0,0.0
2025-09-16,SKU00913,0.0,0.0
2025-09-23,SKU00913,0.0,0.0
2025-09-30,SKU00913,0.0,1.0
2025-10-07,SKU00913,0.0,0.0
2025-10-14,SKU00913,0.0,0.0
2025-10-21,SKU00913,0.0,0.0
2025-10-28,SKU00913,0.0,0.0
2025-11-04,SKU00913,0.0,0.0
2025-11-11,SKU00913,0.0,0.0
2025-11-18,SKU00913,0.0,0.0
2025-11-25,SKU00913,0.0,0.0
2025-12-02,SKU00913,0.0,2.0
2025-12-09,SKU00913,0.0,0.0
2025-12-16,SKU00913,0.0,1.0
2025-12-23,SKU00913,0.0,0.0
2025-12-30,SKU00913,0.0,0.0
2025-01-07,SKU00914,0.0,0.0
2025-01-14,SKU00914,0.0,0.0
2025-01-21,SKU00914,0.0,0.0
2025-01-28,SKU00914,0.0,1.0
2025-02-04,SKU00914,0.0,0.0
2025-02-11,SKU00914,0.0,0.0
2025-02-18,SKU00914,0.0,0.0
2025-02-25,SKU00914,0.0,2.0
2025-03-04,SKU00914,0.0,0.0
2025-03-11,SKU00914,0.0,0.0
2025-03-18,SKU00914,2.0,0.0
2025-03-25,SKU00914,0.0,0.0
2025-04-01,SKU00914,0.0,0.0
2025-04-08,SKU00914,0.0,1.0
2025-04-15,SKU00914,0.0,0.0
2025-04-22,SKU00914,0.0,2.0
2025-04-29,SKU00914,0.0,0.0
2025-05-06,SKU00914,0.0,0.0
2025-05-13,SKU00914,3.0,0.0
2025-05-20,SKU00914,0.0,0.0
2025-05-27,SKU00914,0.0,0.0
2025-06-03,SKU00914,0.0,0.0
2025-06-10,SKU00914,0.0,0.0
2025-06-17,SKU00914,0.0,0.0
2025-06-24,SKU00914,0.0,1.0
2025-07-01,SKU00914,0.0,0.0
2025-07-08,SKU00914,0.0,0.0
2025-07-15,SKU00914,0.0,0.0
2025-07-22,SKU00914,0.0,0.0
2025-07-29,SKU00914,0.0,0.0
2025-08-05,SKU00914,0.0,0.0
2025-08-12,SKU00914,0.0,0.0
2025-08-19,SKU00914,0.0,0.0
2025-08-26,SKU00914,0.0,0.0
2025-09-02,SKU00914,0.0,0.0
2025-09-09,SKU00914,0.0,0.0
2025-09-16,SKU00914,0.0,0.0
2025-09-23,SKU00914,0.0,0.0
2025-09-30,SKU00914,0.0,0.0
2025-10-07,SKU00914,0.0,0.0
2025-10-14,SKU00914,0.0,0.0
2025-10-21,SKU00914,0.0,0.0
2025-10-28,SKU00914,0.0,0.0
2025-11-04,SKU00914,0.0,0.0
2025-11-11,SKU00914,0.0,0.0
2025-11-18,SKU00914,0.0,2.0
2025-11-25,SKU00914,0.0,0.0
2025-12-02,SKU00914,1.0,0.0
2025-12-09,SKU00914,0.0,0.0
2025-12-16,SKU00914,0.0,0.0
2025-12-23,SKU00914,0.0,0.0
2025-12-30,SKU00914,0.0,0.0
2025-01-07,SKU00915,0.0,0.0
2025-01-14,SKU00915,0.0,0.0
2025-01-21,SKU00915,0.0,0.0
2025-01-28,SKU00915,0.0,0.0
2025-02-04,SKU00915,0.0,0.0
2025-02-11,SKU00915,0.0,0.0
2025-02-18,SKU00915,1.0,0.0
2025-02-25,SKU00915,0.0,0.0
2025-03-04,SKU00915,0.0,0.0
2025-03-11,SKU00915,0.0,0.0
2025-03-18,SKU00915,0.0,0.0
2025-03-25,SKU00915,0.0,0.0
2025-04-01,SKU00915,0.0,0.0
2025-04-08,SKU00915,0.0,1.0
2025-04-15,SKU00915,0.0,0.0
2025-04-22,SKU00915,0.0,1.0
2025-04-29,SKU00915,0.0,0.0
2025-05-06,SKU00915,0.0,0.0
2025-05-13,SKU00915,0.0,0.0
2025-05-20,SKU00915,2.0,0.0
2025-05-27,SKU00915,0.0,0.0
2025-06-03,SKU00915,0.0,0.0
2025-06-10,SKU00915,0.0,0.0
2025-06-17,SKU00915,0.0,0.0
2025-06-24,SKU00915,2.0,0.0
2025-07-01,SKU00915,0.0,0.0
2025-07-08,SKU00915,0.0,0.0
2025-07-15,SKU00915,0.0,0.0
2025-07-22,SKU00915,0.0,0.0
2025-07-29,SKU00915,0.0,0.0
2025-08-05,SKU00915,0.0,0.0
2025-08-12,SKU00915,0.0,0.0
2025-08-19,SKU00915,0.0,0.0
2025-08-26,SKU00915,0.0,0.0
2025-09-02,SKU00915,0.0,0.0
2025-09-09,SKU00915,0.0,0.0
2025-09-16,SKU00915,0.0,0.0
2025-09-23,SKU00915,0.0,0.0
2025-09-30,SKU00915,0.0,0.0
2025-10-07,SKU00915,0.0,0.0
2025-10-14,SKU00915,0.0,0.0
2025-10-21,SKU00915,3.0,0.0
2025-10-28,SKU00915,0.0,0.0
2025-11-04,SKU00915,0.0,1.0
2025-11-11,SKU00915,1.0,0.0
2025-11-18,SKU00915,4.0,0.0
2025-11-25,SKU00915,0.0,1.0
2025-12-02,SKU00915,0.0,0.0
2025-12-09,SKU00915,0.0,0.0
2025-12-16,SKU00915,0.0,0.0
2025-12-23,SKU00915,0.0,0.0
2025-12-30,SKU00915,0.0,0.0
2025-01-07,SKU00916,0.0,0.0
2025-01-14,SKU00916,0.0,0.0
2025-01-21,SKU00916,0.0,0.0
2025-01-28,SKU00916,0.0,0.0
2025-02-04,SKU00916,0.0,0.0
2025-02-11,SKU00916,1.0,0.0
2025-02-18,SKU00916,1.0,0.0
2025-02-25,SKU00916,0.0,0.0
2025-03-04,SKU00916,0.0,0.0
2025-03-11,SKU00916,0.0,0.0
2025-03-18,SKU00916,0.0,0.0
2025-03-25,SKU00916,0.0,0.0
2025-04-01,SKU00916,0.0,0.0
2025-04-08,SKU00916,0.0,0.0
2025-04-15,SKU00916,0.0,0.0
2025-04-22,SKU00916,0.0,0.0
2025-04-29,SKU00916,0.0,0.0
2025-05-06,SKU00916,0.0,0.0
2025-05-13,SKU00916,0.0,0.0
2025-05-20,SKU00916,0.0,0.0
2025-05-27,SKU00916,0.0,0.0
2025-06-03,SKU00916,0.0,0.0
2025-06-10,SKU00916,0.0,0.0
2025-06-17,SKU00916,0.0,0.0
2025-06-24,SKU00916,0.0,0.0
2025-07-01,SKU00916,0.0,0.0
2025-07-08,SKU00916,0.0,0.0
2025-07-15,SKU00916,0.0,0.0
2025-07-22,SKU00916,0.0,0.0
2025-07-29,SKU00916,0.0,0.0
2025-08-05,SKU00916,0.0,0.0
2025-08-12,SKU00916,0.0,0.0
2025-08-19,SKU00916,0.0,0.0
2025-08-26,SKU00916,0.0,0.0
2025-09-02,SKU00916,0.0,0.0
2025-09-09,SKU00916,0.0,0.0
2025-09-16,SKU00916,0.0,0.0
2025-09-23,SKU00916,0.0,0.0
2025-09-30,SKU00916,0.0,0.0
2025-10-07,SKU00916,0.0,0.0
2025-10-14,SKU00916,0.0,0.0
2025-10-21,SKU00916,0.0,0.0
2025-10-28,SKU00916,0.0,0.0
2025-11-04,SKU00916,0.0,0.0
2025-11-11,SKU00916,0.0,0.0
2025-11-18,SKU00916,0.0,0.0
2025-11-25,SKU00916,0.0,0.0
2025-12-02,SKU00916,0.0,0.0
2025-12-09,SKU00916,0.0,0.0
2025-12-16,SKU00916,0.0,0.0
2025-12-23,SKU00916,0.0,0.0
2025-12-30,SKU00916,0.0,0.0
2025-01-07,SKU00917,0.0,0.0
2025-01-14,SKU00917,0.0,0.0
2025-01-21,SKU00917,0.0,0.0
2025-01-28,SKU00917,3.0,0.0
2025-02-04,SKU00917,0.0,0.0
2025-02-11,SKU00917,0.0,2.0
2025-02-18,SKU00917,0.0,0.0
2025-02-25,SKU00917,0.0,0.0
2025-03-04,SKU00917,0.0,0.0
2025-03-11,SKU00917,1.0,0.0
2025-03-18,SKU00917,2.0,0.0
2025-03-25,SKU00917,3.0,0.0
2025-04-01,SKU00917,0.0,0.0
2025-04-08,SKU00917,0.0,0.0
2025-04-15,SKU00917,0.0,1.0
2025-04-22,SKU00917,0.0,0.0
2025-04-29,SKU00917,0.0,1.0
2025-05-06,SKU00917,0.0,0.0
2025-05-13,SKU00917,1.0,0.0
2025-05-20,SKU00917,0.0,0.0
2025-05-27,SKU00917,0.0,0.0
2025-06-03,SKU00917,0.0,0.0
2025-06-10,SKU00917,2.0,0.0
2025-06-17,SKU00917,3.0,0.0
2025-06-24,SKU00917,0.0,0.0
2025-07-01,SKU00917,0.0,0.0
2025-07-08,SKU00917,0.0,0.0
2025-07-15,SKU00917,0.0,0.0
2025-07-22,SKU00917,0.0,0.0
2025-07-29,SKU00917,0.0,0.0
2025-08-05,SKU00917,1.0,0.0
2025-08-12,SKU00917,0.0,0.0
2025-08-19,SKU00917,0.0,0.0
2025-08-26,SKU00917,1.0,0.0
2025-09-02,SKU00917,0.0,0.0
2025-09-09,SKU00917,3.0,0.0
2025-09-16,SKU00917,0.0,0.0
2025-09-23,SKU00917,2.0,1.0
2025-09-30,SKU00917,0.0,0.0
2025-10-07,SKU00917,2.0,0.0
2025-10-14,SKU00917,1.0,3.0
2025-10-21,SKU00917,2.0,0.0
2025-10-28,SKU00917,0.0,0.0
2025-11-04,SKU00917,0.0,0.0
2025-11-11,SKU00917,0.0,0.0
2025-11-18,SKU00917,0.0,1.0
2025-11-25,SKU00917,0.0,0.0
2025-12-02,SKU00917,0.0,0.0
2025-12-09,SKU00917,0.0,0.0
2025-12-16,SKU00917,0.0,5.0
2025-12-23,SKU00917,1.0,1.0
2025-12-30,SKU00917,0.0,0.0
2025-01-07,SKU00918,2.0,0.0
2025-01-14,SKU00918,1.0,0.0
2025-01-21,SKU00918,0.0,0.0
2025-01-28,SKU00918,0.0,0.0
2025-02-04,SKU00918,0.0,0.0
2025-02-11,SKU00918,0.0,0.0
2025-02-18,SKU00918,0.0,0.0
2025-02-25,SKU00918,0.0,0.0
2025-03-04,SKU00918,0.0,0.0
2025-03-11,SKU00918,0.0,0.0
2025-03-18,SKU00918,0.0,0.0
2025-03-25,SKU00918,0.0,0.0
2025-04-01,SKU00918,0.0,0.0
2025-04-08,SKU00918,0.0,0.0
2025-04-15,SKU00918,0.0,0.0
2025-04-22,SKU00918,0.0,0.0
2025-04-29,SKU00918,0.0,0.0
2025-05-06,SKU00918,0.0,0.0
2025-05-13,SKU00918,0.0,0.0
2025-05-20,SKU00918,0.0,0.0
2025-05-27,SKU00918,0.0,0.0
2025-06-03,SKU00918,0.0,0.0
2025-06-10,SKU00918,0.0,0.0
2025-06-17,SKU00918,0.0,0.0
2025-06-24,SKU00918,0.0,0.0
2025-07-01,SKU00918,0.0,0.0
2025-07-08,SKU00918,0.0,0.0
2025-07-15,SKU00918,0.0,0.0
2025-07-22,SKU00918,0.0,0.0
2025-07-29,SKU00918,0.0,0.0
2025-08-05,SKU00918,0.0,0.0
2025-08-12,SKU00918,0.0,0.0
2025-08-19,SKU00918,0.0,5.0
2025-08-26,SKU00918,0.0,0.0
2025-09-02,SKU00918,0.0,1.0
2025-09-09,SKU00918,0.0,0.0
2025-09-16,SKU00918,0.0,0.0
2025-09-23,SKU00918,0.0,0.0
2025-09-30,SKU00918,0.0,1.0
2025-10-07,SKU00918,0.0,0.0
2025-10-14,SKU00918,0.0,0.0
2025-10-21,SKU00918,0.0,0.0
2025-10-28,SKU00918,0.0,0.0
2025-11-04,SKU00918,0.0,0.0
2025-11-11,SKU00918,0.0,0.0
2025-11-18,SKU00918,0.0,0.0
2025-11-25,SKU00918,1.0,0.0
2025-12-02,SKU00918,0.0,3.0
2025-12-09,SKU00918,0.0,0.0
2025-12-16,SKU00918,0.0,0.0
2025-12-23,SKU00918,0.0,0.0
2025-12-30,SKU00918,0.0,0.0
2025-01-07,SKU00919,0.0,0.0
2025-01-14,SKU00919,0.0,0.0
2025-01-21,SKU00919,0.0,0.0
2025-01-28,SKU00919,0.0,0.0
2025-02-04,SKU00919,0.0,0.0
2025-02-11,SKU00919,0.0,0.0
2025-02-18,SKU00919,0.0,0.0
2025-02-25,SKU00919,0.0,0.0
2025-03-04,SKU00919,0.0,0.0
2025-03-11,SKU00919,0.0,0.0
2025-03-18,SKU00919,0.0,0.0
2025-03-25,SKU00919,0.0,0.0
2025-04-01,SKU00919,0.0,0.0
2025-04-08,SKU00919,0.0,0.0
2025-04-15,SKU00919,0.0,0.0
2025-04-22,SKU00919,0.0,0.0
2025-04-29,SKU00919,0.0,0.0
2025-05-06,SKU00919,0.0,0.0
2025-05-13,SKU00919,0.0,0.0
2025-05-20,SKU00919,5.0,0.0
2025-05-27,SKU00919,0.0,0.0
2025-06-03,SKU00919,0.0,0.0
2025-06-10,SKU00919,0.0,0.0
2025-06-17,SKU00919,0.0,0.0
2025-06-24,SKU00919,0.0,0.0
2025-07-01,SKU00919,0.0,0.0
2025-07-08,SKU00919,0.0,0.0
2025-07-15,SKU00919,0.0,0.0
2025-07-22,SKU00919,0.0,3.0
2025-07-29,SKU00919,0.0,0.0
2025-08-05,SKU00919,0.0,0.0
2025-08-12,SKU00919,0.0,0.0
2025-08-19,SKU00919,0.0,0.0
2025-08-26,SKU00919,0.0,0.0
2025-09-02,SKU00919,1.0,0.0
2025-09-09,SKU00919,0.0,0.0
2025-09-16,SKU00919,0.0,0.0
2025-09-23,SKU00919,0.0,0.0
2025-09-30,SKU00919,0.0,0.0
2025-10-07,SKU00919,0.0,2.0
2025-10-14,SKU00919,0.0,0.0
2025-10-21,SKU00919,0.0,0.0
2025-10-28,SKU00919,0.0,0.0
2025-11-04,SKU00919,0.0,0.0
2025-11-11,SKU00919,0.0,0.0
2025-11-18,SKU00919,0.0,0.0
2025-11-25,SKU00919,0.0,0.0
2025-12-02,SKU00919,0.0,0.0
2025-12-09,SKU00919,0.0,0.0
2025-12-16,SKU00919,0.0,0.0
2025-12-23,SKU00919,0.0,3.0
2025-12-30,SKU00919,0.0,0.0
2025-01-07,SKU00920,4.0,4.0
2025-01-14,SKU00920,0.0,0.0
2025-01-21,SKU00920,0.0,4.0
2025-01-28,SKU00920,0.0,0.0
2025-02-04,SKU00920,4.0,0.0
2025-02-11,SKU00920,0.0,5.0
2025-02-18,SKU00920,0.0,1.0
2025-02-25,SKU00920,0.0,0.0
2025-03-04,SKU00920,13.0,0.0
2025-03-11,SKU00920,0.0,0.0
2025-03-18,SKU00920,6.0,1.0
2025-03-25,SKU00920,3.0,1.0
2025-04-01,SKU00920,4.0,0.0
2025-04-08,SKU00920,5.0,1.0
2025-04-15,SKU00920,2.0,0.0
2025-04-22,SKU00920,0.0,2.0
2025-04-29,SKU00920,0.0,1.0
2025-05-06,SKU00920,1.0,3.0
2025-05-13,SKU00920,6.0,3.0
2025-05-20,SKU00920,2.0,0.0
2025-05-27,SKU00920,2.0,0.0
2025-06-03,SKU00920,6.0,3.0
2025-06-10,SKU00920,0.0,6.0
2025-06-17,SKU00920,10.0,1.0
2025-06-24,SKU00920,3.0,0.0
2025-07-01,SKU00920,0.0,1.0
2025-07-08,SKU00920,1.0,0.0
2025-07-15,SKU00920,3.0,1.0
2025-07-22,SKU00920,2.0,1.0
2025-07-29,SKU00920,0.0,1.0
2025-08-05,SKU00920,3.0,0.0
2025-08-12,SKU00920,2.0,8.0
2025-08-19,SKU00920,1.0,0.0
2025-08-26,SKU00920,2.0,1.0
2025-09-02,SKU00920,5.0,0.0
2025-09-09,SKU00920,4.0,5.0
2025-09-16,SKU00920,0.0,2.0
2025-09-23,SKU00920,2.0,0.0
2025-09-30,SKU00920,6.0,3.0
2025-10-07,SKU00920,5.0,4.0
2025-10-14,SKU00920,1.0,0.0
2025-10-21,SKU00920,2.0,0.0
2025-10-28,SKU00920,2.0,0.0
2025-11-04,SKU00920,1.0,12.0
2025-11-11,SKU00920,1.0,4.0
2025-11-18,SKU00920,1.0,0.0
2025-11-25,SKU00920,0.0,0.0
2025-12-02,SKU00920,3.0,2.0
2025-12-09,SKU00920,1.0,2.0
2025-12-16,SKU00920,3.0,1.0
2025-12-23,SKU00920,3.0,0.0
2025-12-30,SKU00920,1.0,1.0
2025-01-07,SKU00921,0.0,0.0
2025-01-14,SKU00921,0.0,0.0
2025-01-21,SKU00921,1.0,0.0
2025-01-28,SKU00921,0.0,0.0
2025-02-04,SKU00921,2.0,2.0
2025-02-11,SKU00921,0.0,5.0
2025-02-18,SKU00921,0.0,0.0
2025-02-25,SKU00921,2.0,0.0
2025-03-04,SKU00921,0.0,2.0
2025-03-11,SKU00921,0.0,0.0
2025-03-18,SKU00921,0.0,0.0
2025-03-25,SKU00921,0.0,0.0
2025-04-01,SKU00921,0.0,0.0
2025-04-08,SKU00921,1.0,0.0
2025-04-15,SKU00921,0.0,3.0
2025-04-22,SKU00921,0.0,0.0
2025-04-29,SKU00921,0.0,0.0
2025-05-06,SKU00921,0.0,0.0
2025-05-13,SKU00921,0.0,0.0
2025-05-20,SKU00921,0.0,0.0
2025-05-27,SKU00921,0.0,1.0
2025-06-03,SKU00921,0.0,0.0
2025-06-10,SKU00921,0.0,2.0
2025-06-17,SKU00921,0.0,0.0
2025-06-24,SKU00921,0.0,0.0
2025-07-01,SKU00921,0.0,0.0
2025-07-08,SKU00921,0.0,0.0
2025-07-15,SKU00921,0.0,0.0
2025-07-22,SKU00921,0.0,0.0
