lag_1,lag_2,lag_4,lag_8,rolling_mean_4,rolling_mean_8,week_number,month,quarter,season,actual_demand,forecast_demand,store_id,sku_id,stock_on_hand,reorder_point,safety_stock,stockout_gap,overstock_gap,stockout_risk,overstock_risk,risk_type,risk_severity,priority,action,unit_price,cost_price,stockout_units_at_risk,overstock_units_at_risk,sales_at_risk_rupees,locked_capital_rupees,rupee_value_at_stake
59.0,45.0,52.0,70.0,49.0,55.75,37,9,3,Autumn,57,7.91,ST21,SKU04824,0.0,20.0,7.0,0.9100000000000001,-7.91,True,False,Stockout,0.9100000000000001,Low,Reorder Now,1024.94,667.92,0.9100000000000001,0.0,932.6954000000002,0.0,932.6954000000002
57.0,59.0,40.0,79.0,50.25,54.125,38,9,3,Autumn,72,7.91,ST21,SKU02340,0.0,58.0,15.0,-7.09,-7.91,True,False,Stockout,7.09,Low,Reorder Now,234.67,179.48,0.0,0.0,0.0,0.0,0.0
72.0,57.0,45.0,58.0,58.25,53.25,39,9,3,Autumn,67,7.92,ST29,SKU00123,0.0,0.0,0.0,7.92,-7.92,True,False,Stockout,7.92,Low,Reorder Now,99.13,75.0,7.92,0.0,785.1096,0.0,785.1096
67.0,72.0,59.0,43.0,63.75,54.375,40,9,3,Autumn,64,7.94,ST29,SKU04479,0.0,0.0,0.0,7.94,-7.94,True,False,Stockout,7.94,Low,Reorder Now,1328.83,940.73,7.94,0.0,10550.9102,0.0,10550.9102
64.0,67.0,57.0,52.0,65.0,57.0,41,10,4,Autumn,78,7.88,ST29,SKU03468,0.0,0.0,0.0,7.88,-7.88,True,False,Stockout,7.88,Low,Reorder Now,662.07,505.5,7.88,0.0,5217.1116,0.0,5217.1116
78.0,64.0,72.0,40.0,70.25,60.25,42,10,4,Autumn,75,7.87,ST29,SKU02648,0.0,0.0,0.0,7.87,-7.87,True,False,Stockout,7.87,Low,Reorder Now,883.45,591.38,7.87,0.0,6952.7515,0.0,6952.7515
75.0,78.0,67.0,45.0,71.0,64.625,43,10,4,Autumn,49,7.87,ST16,SKU00768,0.0,0.0,0.0,7.87,-7.87,True,False,Stockout,7.87,Low,Reorder Now,831.66,621.9,7.87,0.0,6545.1642,0.0,6545.1642
49.0,75.0,64.0,59.0,66.5,65.125,44,10,4,Autumn,79,8.4,ST16,SKU04626,0.0,0.0,0.0,8.4,-8.4,True,False,Stockout,8.4,Low,Reorder Now,468.52,268.4,8.4,0.0,3935.568,0.0,3935.568
79.0,49.0,78.0,57.0,70.25,67.625,45,11,4,Autumn,67,8.46,ST03,SKU01014,0.0,0.0,0.0,8.46,-8.46,True,False,Stockout,8.46,Low,Reorder Now,274.5,173.65,8.46,0.0,2322.2700000000004,0.0,2322.2700000000004
67.0,79.0,75.0,72.0,67.5,68.875,46,11,4,Autumn,63,8.52,ST18,SKU01189,0.0,38.0,17.0,-8.48,-8.52,True,False,Stockout,8.48,Low,Reorder Now,2299.8,1412.47,0.0,0.0,0.0,0.0,0.0
63.0,67.0,49.0,67.0,64.5,67.75,47,11,4,Autumn,46,8.67,ST19,SKU01371,0.0,0.0,0.0,8.67,-8.67,True,False,Stockout,8.67,Low,Reorder Now,1277.61,907.68,8.67,0.0,11076.8787,0.0,11076.8787
46.0,63.0,79.0,64.0,63.75,65.125,48,11,4,Autumn,83,8.67,ST19,SKU03743,0.0,0.0,0.0,8.67,-8.67,True,False,Stockout,8.67,Low,Reorder Now,253.24,162.98,8.67,0.0,2195.5908,0.0,2195.5908
83.0,46.0,67.0,78.0,64.75,67.5,49,12,4,Winter,53,8.38,ST19,SKU03202,0.0,0.0,0.0,8.38,-8.38,True,False,Stockout,8.38,Low,Reorder Now,144.15,106.4,8.38,0.0,1207.977,0.0,1207.977
53.0,83.0,63.0,75.0,61.25,64.375,50,12,4,Winter,78,8.81,ST19,SKU04759,0.0,0.0,0.0,8.81,-8.81,True,False,Stockout,8.81,Low,Reorder Now,1217.72,733.26,8.81,0.0,10728.113200000002,0.0,10728.113200000002
78.0,53.0,46.0,49.0,65.0,64.75,51,12,4,Winter,120,10.27,ST19,SKU01937,0.0,0.0,0.0,10.27,-10.27,True,False,Stockout,10.27,Medium,Reorder Now,1685.23,1286.62,10.27,0.0,17307.3121,0.0,17307.3121
120.0,78.0,83.0,79.0,83.5,73.625,52,12,4,Winter,90,10.34,ST21,SKU01999,0.0,0.0,0.0,10.34,-10.34,True,False,Stockout,10.34,Medium,Reorder Now,1844.71,1176.47,10.34,0.0,19074.3014,0.0,19074.3014
90.0,120.0,53.0,67.0,85.25,75.0,1,12,4,Winter,33,6.82,ST21,SKU00328,0.0,97.0,48.0,-41.18,-6.82,True,False,Stockout,41.18,Medium,Reorder Now,204.97,157.47,0.0,0.0,0.0,0.0,0.0
1.0,1.0,4.0,1.0,2.0,2.25,34,8,3,Summer,2,2.67,ST14,SKU04742,0.0,0.0,0.0,2.67,-2.67,True,False,Stockout,2.67,Low,Reorder Now,362.06,208.54,2.67,0.0,966.7002,0.0,966.7002
2.0,1.0,2.0,3.0,1.5,2.375,41,10,4,Autumn,1,1.86,ST15,SKU02792,0.0,0.0,0.0,1.86,-1.86,True,False,Stockout,1.86,Low,Reorder Now,333.39,204.09,1.86,0.0,620.1054,0.0,620.1054
1.0,2.0,1.0,5.0,1.25,2.125,1,1,1,Winter,1,1.88,ST04,SKU03703,0.0,0.0,0.0,1.88,-1.88,True,False,Stockout,1.88,Low,Reorder Now,115.62,68.02,1.88,0.0,217.3656,0.0,217.3656
1.0,1.0,1.0,1.0,1.25,1.625,25,6,2,Summer,2,2.936000000000001,ST08,SKU04571,0.0,91.0,38.0,-35.064,-2.936000000000001,True,False,Stockout,35.064,Medium,Reorder Now,868.52,532.19,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,4.0,1.5,1.75,37,9,3,Autumn,2,2.415,ST08,SKU01406,0.0,0.0,0.0,2.415,-2.415,True,False,Stockout,2.415,Low,Reorder Now,135.53,93.02,2.415,0.0,327.30495,0.0,327.30495
2.0,2.0,1.0,2.0,1.5,1.5,45,11,4,Autumn,2,1.12,ST08,SKU04154,15.0,28.0,12.0,-25.88,13.879999999999999,False,False,No Risk,0.0,Low,Healthy,351.77,224.67,0.0,13.879999999999999,0.0,3118.4195999999997,3118.4195999999997
2.0,2.0,1.0,1.0,1.75,1.5,9,2,1,Winter,4,2.4951666666666665,ST08,SKU02678,0.0,0.0,0.0,2.4951666666666665,-2.4951666666666665,True,False,Stockout,2.4951666666666665,Low,Reorder Now,159.07,124.01,2.4951666666666665,0.0,396.9061616666666,0.0,396.9061616666666
4.0,2.0,2.0,1.0,2.5,1.875,10,3,1,Spring,1,2.4133333333333336,ST09,SKU01691,0.0,0.0,0.0,2.4133333333333336,-2.4133333333333336,True,False,Stockout,2.4133333333333336,Low,Reorder Now,242.67,175.47,2.4133333333333336,0.0,585.6436,0.0,585.6436
1.0,4.0,2.0,2.0,2.25,1.875,36,9,3,Autumn,1,1.71,ST09,SKU04243,0.0,0.0,0.0,1.71,-1.71,True,False,Stockout,1.71,Low,Reorder Now,86.81,60.0,1.71,0.0,148.4451,0.0,148.4451
1.0,1.0,2.0,1.0,2.0,1.75,44,10,4,Autumn,2,2.002,ST16,SKU04826,0.0,0.0,0.0,2.002,-2.002,True,False,Stockout,2.002,Low,Reorder Now,1610.45,894.31,2.002,0.0,3224.1209,0.0,3224.1209
2.0,1.0,4.0,1.0,2.0,1.875,49,12,4,Winter,2,2.7,ST08,SKU04502,0.0,0.0,0.0,2.7,-2.7,True,False,Stockout,2.7,Low,Reorder Now,44.87,29.22,2.7,0.0,121.149,0.0,121.149
2.0,2.0,1.0,2.0,1.5,2.0,52,12,4,Winter,3,2.683666666666667,ST08,SKU00641,0.0,0.0,0.0,2.683666666666667,-2.683666666666667,True,False,Stockout,2.683666666666667,Low,Reorder Now,164.18,103.81,2.683666666666667,0.0,440.6043933333334,0.0,440.6043933333334
1.0,4.0,1.0,1.0,2.0,2.125,16,4,2,Spring,1,2.1266666666666665,ST14,SKU04381,0.0,0.0,0.0,2.1266666666666665,-2.1266666666666665,True,False,Stockout,2.1266666666666665,Low,Reorder Now,192.07,120.17,2.1266666666666665,0.0,408.4688666666666,0.0,408.4688666666666
1.0,1.0,2.0,5.0,2.0,2.125,26,6,2,Summer,1,2.039,ST14,SKU01109,0.0,0.0,0.0,2.039,-2.039,True,False,Stockout,2.039,Low,Reorder Now,486.1,272.79,2.039,0.0,991.1579000000002,0.0,991.1579000000002
1.0,1.0,4.0,2.0,1.75,1.625,15,4,2,Spring,2,2.8099999999999996,ST09,SKU03409,0.0,0.0,0.0,2.8099999999999996,-2.8099999999999996,True,False,Stockout,2.8099999999999996,Low,Reorder Now,117.67,76.86,2.8099999999999996,0.0,330.6527,0.0,330.6527
2.0,1.0,1.0,1.0,1.25,1.625,17,4,2,Spring,1,1.125,ST09,SKU04613,0.0,0.0,0.0,1.125,-1.125,True,False,Stockout,1.125,Low,Reorder Now,182.83,136.84,1.125,0.0,205.68375,0.0,205.68375
1.0,2.0,1.0,1.0,1.25,1.625,27,7,3,Summer,1,4.97,ST09,SKU00224,0.0,0.0,0.0,4.97,-4.97,True,False,Stockout,4.97,Low,Reorder Now,161.86,121.66,4.97,0.0,804.4442,0.0,804.4442
1.0,1.0,1.0,2.0,1.25,1.625,30,7,3,Summer,1,1.93,ST09,SKU01890,0.0,0.0,0.0,1.93,-1.93,True,False,Stockout,1.93,Low,Reorder Now,119.43,71.9,1.93,0.0,230.4999,0.0,230.4999
1.0,2.0,1.0,1.0,1.25,1.875,19,5,2,Spring,1,1.9301428571428572,ST30,SKU00169,0.0,0.0,0.0,1.9301428571428572,-1.9301428571428572,True,False,Stockout,1.9301428571428572,Low,Reorder Now,95.37,60.41,1.9301428571428572,0.0,184.07772428571428,0.0,184.07772428571428
1.0,1.0,1.0,4.0,1.25,1.875,22,5,2,Spring,1,1.642,ST30,SKU02740,0.0,0.0,0.0,1.642,-1.642,True,False,Stockout,1.642,Low,Reorder Now,104.22,65.2,1.642,0.0,171.12923999999998,0.0,171.12923999999998
1.0,1.0,2.0,3.0,1.25,1.5,24,6,2,Summer,1,2.0995000000000004,ST14,SKU04663,0.0,0.0,0.0,2.0995000000000004,-2.0995000000000004,True,False,Stockout,2.0995000000000004,Low,Reorder Now,715.73,556.48,2.0995000000000004,0.0,1502.6751350000004,0.0,1502.6751350000004
1.0,1.0,1.0,2.0,1.0,1.25,39,9,3,Autumn,2,1.969357142857143,ST11,SKU03955,0.0,0.0,0.0,1.969357142857143,-1.969357142857143,True,False,Stockout,1.969357142857143,Low,Reorder Now,499.04,287.09,1.969357142857143,0.0,982.7879885714287,0.0,982.7879885714287
2.0,1.0,1.0,1.0,1.25,1.25,45,11,4,Autumn,2,2.536611111111111,ST11,SKU01062,0.0,0.0,0.0,2.536611111111111,-2.536611111111111,True,False,Stockout,2.536611111111111,Low,Reorder Now,585.23,371.58,2.536611111111111,0.0,1484.5009205555557,0.0,1484.5009205555557
2.0,2.0,1.0,1.0,1.5,1.375,1,12,4,Winter,4,2.5123333333333338,ST08,SKU01732,0.0,0.0,0.0,2.5123333333333338,-2.5123333333333338,True,False,Stockout,2.5123333333333338,Low,Reorder Now,402.29,226.75,2.5123333333333338,0.0,1010.6865766666668,0.0,1010.6865766666668
4.0,2.0,1.0,2.0,2.25,1.75,5,1,1,Winter,1,2.17,ST08,SKU04494,0.0,0.0,0.0,2.17,-2.17,True,False,Stockout,2.17,Low,Reorder Now,82.11,60.36,2.17,0.0,178.1787,0.0,178.1787
1.0,4.0,2.0,1.0,2.25,1.625,10,3,1,Spring,3,2.635,ST10,SKU03351,0.0,0.0,0.0,2.635,-2.635,True,False,Stockout,2.635,Low,Reorder Now,192.83,107.45,2.635,0.0,508.10705,0.0,508.10705
3.0,1.0,2.0,1.0,2.5,1.875,19,5,2,Spring,1,3.34,ST10,SKU00180,0.0,0.0,0.0,3.34,-3.34,True,False,Stockout,3.34,Low,Reorder Now,770.72,479.81,3.34,0.0,2574.2048,0.0,2574.2048
1.0,3.0,4.0,1.0,2.25,1.875,25,6,2,Summer,1,2.285,ST10,SKU01878,0.0,0.0,0.0,2.285,-2.285,True,False,Stockout,2.285,Low,Reorder Now,98.98,55.79,2.285,0.0,226.16930000000002,0.0,226.16930000000002
1.0,1.0,1.0,1.0,1.5,1.875,33,8,3,Summer,1,3.1748333333333334,ST10,SKU04321,0.0,0.0,0.0,3.1748333333333334,-3.1748333333333334,True,False,Stockout,3.1748333333333334,Low,Reorder Now,961.3,658.32,3.1748333333333334,0.0,3051.9672833333334,0.0,3051.9672833333334
1.0,1.0,3.0,2.0,1.5,1.875,37,9,3,Autumn,1,1.99,ST30,SKU04973,0.0,0.0,0.0,1.99,-1.99,True,False,Stockout,1.99,Low,Reorder Now,909.63,654.87,1.99,0.0,1810.1637,0.0,1810.1637
1.0,1.0,1.0,2.0,1.0,1.75,38,9,3,Autumn,1,2.848333333333333,ST30,SKU03728,0.0,0.0,0.0,2.848333333333333,-2.848333333333333,True,False,Stockout,2.848333333333333,Low,Reorder Now,126.47,79.34,2.848333333333333,0.0,360.2287166666666,0.0,360.2287166666666
1.0,1.0,1.0,4.0,1.0,1.625,45,11,4,Autumn,1,1.6290000000000007,ST30,SKU00506,0.0,0.0,0.0,1.6290000000000007,-1.6290000000000007,True,False,Stockout,1.6290000000000007,Low,Reorder Now,319.73,243.03,1.6290000000000007,0.0,520.8401700000003,0.0,520.8401700000003
1.0,1.0,1.0,1.0,1.0,1.25,49,12,4,Winter,1,2.302175685425685,ST30,SKU04573,0.0,0.0,0.0,2.302175685425685,-2.302175685425685,True,False,Stockout,2.302175685425685,Low,Reorder Now,269.93,181.29,2.302175685425685,0.0,621.4262827669552,0.0,621.4262827669552
1.0,1.0,1.0,3.0,1.0,1.25,50,12,4,Winter,3,2.797833333333333,ST18,SKU00190,0.0,0.0,0.0,2.797833333333333,-2.797833333333333,True,False,Stockout,2.797833333333333,Low,Reorder Now,145.42,84.74,2.797833333333333,0.0,406.8609233333333,0.0,406.8609233333333
3.0,1.0,1.0,1.0,1.5,1.25,51,12,4,Winter,1,1.8742857142857146,ST18,SKU01789,0.0,0.0,0.0,1.8742857142857146,-1.8742857142857146,True,False,Stockout,1.8742857142857146,Low,Reorder Now,168.03,101.72,1.8742857142857146,0.0,314.9362285714286,0.0,314.9362285714286
2.0,1.0,1.0,1.0,1.25,1.375,7,2,1,Winter,1,2.887,ST29,SKU02118,0.0,0.0,0.0,2.887,-2.887,True,False,Stockout,2.887,Low,Reorder Now,1908.77,1207.61,2.887,0.0,5510.61899,0.0,5510.61899
1.0,2.0,1.0,3.0,1.25,1.375,10,3,1,Spring,1,2.6633333333333336,ST21,SKU04321,0.0,30.0,11.0,-8.336666666666666,-2.6633333333333336,True,False,Stockout,8.336666666666666,Low,Reorder Now,961.3,658.32,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.25,1.125,28,7,3,Summer,1,2.655333333333333,ST21,SKU04321,0.0,30.0,11.0,-8.344666666666667,-2.655333333333333,True,False,Stockout,8.344666666666667,Low,Reorder Now,961.3,658.32,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,1.0,1.25,1.125,29,7,3,Summer,4,1.433,ST21,SKU02368,0.0,46.0,19.0,-17.567,-1.433,True,False,Stockout,17.567,Medium,Reorder Now,849.39,651.22,0.0,0.0,0.0,0.0,0.0
4.0,1.0,1.0,1.0,1.75,1.5,12,3,1,Spring,1,2.37,ST10,SKU00568,0.0,0.0,0.0,2.37,-2.37,True,False,Stockout,2.37,Low,Reorder Now,194.42,154.62,2.37,0.0,460.7754,0.0,460.7754
1.0,4.0,1.0,1.0,1.75,1.5,34,8,3,Summer,1,1.626666666666667,ST10,SKU02368,0.0,88.0,27.0,-25.373333333333335,-1.626666666666667,True,False,Stockout,25.373333333333335,Medium,Reorder Now,849.39,651.22,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.75,1.5,50,12,4,Winter,1,1.6416666666666668,ST10,SKU04321,0.0,0.0,0.0,1.6416666666666668,-1.6416666666666668,True,False,Stockout,1.6416666666666668,Low,Reorder Now,961.3,658.32,1.6416666666666668,0.0,1578.1341666666667,0.0,1578.1341666666667
3.0,1.0,8.0,2.0,3.25,2.875,11,3,1,Spring,1,2.025,ST06,SKU02111,0.0,0.0,0.0,2.025,-2.025,True,False,Stockout,2.025,Low,Reorder Now,175.31,136.75,2.025,0.0,355.00275,0.0,355.00275
1.0,3.0,1.0,4.0,1.5,2.75,12,3,1,Spring,3,3.4,ST26,SKU01317,0.0,0.0,0.0,3.4,-3.4,True,False,Stockout,3.4,Low,Reorder Now,644.83,438.36,3.4,0.0,2192.422,0.0,2192.422
3.0,1.0,1.0,3.0,2.0,2.625,13,3,1,Spring,3,2.02,ST26,SKU04321,0.0,0.0,0.0,2.02,-2.02,True,False,Stockout,2.02,Low,Reorder Now,961.3,658.32,2.02,0.0,1941.826,0.0,1941.826
3.0,3.0,3.0,1.0,2.5,2.625,14,4,2,Spring,1,2.73,ST22,SKU02068,0.0,72.0,21.0,-18.27,-2.73,True,False,Stockout,18.27,Medium,Reorder Now,249.89,149.93,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,8.0,2.0,2.625,15,4,2,Spring,5,2.43,ST22,SKU00284,0.0,0.0,0.0,2.43,-2.43,True,False,Stockout,2.43,Low,Reorder Now,139.51,79.59,2.43,0.0,339.0093,0.0,339.0093
5.0,1.0,3.0,1.0,3.0,2.25,16,4,2,Spring,6,2.36,ST22,SKU04591,149.0,28.0,9.0,-155.64,146.64,False,True,Overstock,146.64,High,Markdown/Clear,186.58,119.57,0.0,146.64,0.0,17533.744799999997,17533.744799999997
6.0,5.0,3.0,1.0,3.75,2.875,17,4,2,Spring,3,2.68,ST22,SKU04321,0.0,0.0,0.0,2.68,-2.68,True,False,Stockout,2.68,Low,Reorder Now,961.3,658.32,2.68,0.0,2576.284,0.0,2576.284
3.0,6.0,1.0,3.0,3.75,3.125,18,5,2,Spring,2,2.65,ST22,SKU02333,0.0,0.0,0.0,2.65,-2.65,True,False,Stockout,2.65,Low,Reorder Now,53.1,34.47,2.65,0.0,140.715,0.0,140.715
2.0,3.0,5.0,1.0,4.0,3.0,19,5,2,Spring,3,3.04,ST20,SKU03347,325.0,76.0,20.0,-341.96,321.96,False,True,Overstock,321.96,High,Markdown/Clear,90.7,53.1,0.0,321.96,0.0,17096.076,17096.076
3.0,2.0,6.0,3.0,3.5,3.25,20,5,2,Spring,1,2.57,ST20,SKU00429,0.0,0.0,0.0,2.57,-2.57,True,False,Stockout,2.57,Low,Reorder Now,582.88,414.48,2.57,0.0,1498.0015999999998,0.0,1498.0015999999998
1.0,3.0,3.0,3.0,2.25,3.0,22,5,2,Spring,1,1.81,ST17,SKU01195,0.0,0.0,0.0,1.81,-1.81,True,False,Stockout,1.81,Low,Reorder Now,191.61,135.37,1.81,0.0,346.81410000000005,0.0,346.81410000000005
1.0,1.0,2.0,1.0,1.75,2.75,23,6,2,Summer,2,2.61,ST17,SKU02155,0.0,0.0,0.0,2.61,-2.61,True,False,Stockout,2.61,Low,Reorder Now,1113.48,866.65,2.61,0.0,2906.1828,0.0,2906.1828
2.0,1.0,3.0,5.0,1.75,2.875,26,6,2,Summer,3,1.95,ST17,SKU02201,0.0,0.0,0.0,1.95,-1.95,True,False,Stockout,1.95,Low,Reorder Now,1064.05,649.94,1.95,0.0,2074.8975,0.0,2074.8975
3.0,2.0,1.0,6.0,1.75,2.625,28,7,3,Summer,4,2.34,ST17,SKU01987,0.0,0.0,0.0,2.34,-2.34,True,False,Stockout,2.34,Low,Reorder Now,1078.02,789.99,2.34,0.0,2522.5667999999996,0.0,2522.5667999999996
4.0,3.0,1.0,3.0,2.5,2.375,29,7,3,Summer,3,2.2733333333333334,ST21,SKU01282,0.0,0.0,0.0,2.2733333333333334,-2.2733333333333334,True,False,Stockout,2.2733333333333334,Low,Reorder Now,39.37,23.39,2.2733333333333334,0.0,89.50113333333333,0.0,89.50113333333333
3.0,4.0,2.0,2.0,3.0,2.375,32,8,3,Summer,1,1.61,ST07,SKU01677,0.0,47.0,17.0,-15.39,-1.61,True,False,Stockout,15.39,Medium,Reorder Now,127.3,74.18,0.0,0.0,0.0,0.0,0.0
1.0,3.0,3.0,3.0,2.75,2.25,33,8,3,Summer,5,1.97,ST07,SKU00759,0.0,0.0,0.0,1.97,-1.97,True,False,Stockout,1.97,Low,Reorder Now,481.66,307.96,1.97,0.0,948.8702000000001,0.0,948.8702000000001
5.0,1.0,4.0,1.0,3.25,2.5,34,8,3,Summer,7,1.79,ST03,SKU02362,160.0,67.0,29.0,-187.21,158.21,False,True,Overstock,158.21,High,Markdown/Clear,606.58,423.68,0.0,158.21,0.0,67030.4128,67030.4128
7.0,5.0,3.0,1.0,4.0,3.25,35,8,3,Summer,1,2.43,ST03,SKU02858,0.0,0.0,0.0,2.43,-2.43,True,False,Stockout,2.43,Low,Reorder Now,90.7,56.34,2.43,0.0,220.401,0.0,220.401
1.0,7.0,1.0,2.0,3.5,3.25,36,9,3,Autumn,4,2.29,ST03,SKU02892,0.0,0.0,0.0,2.29,-2.29,True,False,Stockout,2.29,Low,Reorder Now,77.05,46.22,2.29,0.0,176.4445,0.0,176.4445
4.0,1.0,5.0,3.0,4.25,3.5,37,9,3,Autumn,1,2.96,ST03,SKU04670,0.0,0.0,0.0,2.96,-2.96,True,False,Stockout,2.96,Low,Reorder Now,308.99,192.24,2.96,0.0,914.6104,0.0,914.6104
1.0,4.0,7.0,4.0,3.25,3.25,38,9,3,Autumn,6,2.23,ST03,SKU04321,0.0,40.0,16.0,-13.77,-2.23,True,False,Stockout,13.77,Medium,Reorder Now,961.3,658.32,0.0,0.0,0.0,0.0,0.0
6.0,1.0,1.0,3.0,3.0,3.5,39,9,3,Autumn,2,3.15,ST07,SKU04411,0.0,0.0,0.0,3.15,-3.15,True,False,Stockout,3.15,Low,Reorder Now,412.29,304.41,3.15,0.0,1298.7135,0.0,1298.7135
2.0,6.0,4.0,1.0,3.25,3.375,42,10,4,Autumn,4,3.17,ST07,SKU00751,0.0,0.0,0.0,3.17,-3.17,True,False,Stockout,3.17,Low,Reorder Now,91.09,71.47,3.17,0.0,288.7553,0.0,288.7553
4.0,2.0,1.0,5.0,3.25,3.75,43,10,4,Autumn,4,3.28,ST07,SKU04321,0.0,0.0,0.0,3.28,-3.28,True,False,Stockout,3.28,Low,Reorder Now,961.3,658.32,3.28,0.0,3153.064,0.0,3153.064
4.0,4.0,6.0,7.0,4.0,3.625,45,11,4,Autumn,2,3.5,ST07,SKU04071,131.0,45.0,17.0,-144.5,127.5,False,True,Overstock,127.5,High,Markdown/Clear,174.5,113.07,0.0,127.5,0.0,14416.425,14416.425
2.0,4.0,2.0,1.0,3.0,3.0,46,11,4,Autumn,4,2.62,ST27,SKU00811,0.0,0.0,0.0,2.62,-2.62,True,False,Stockout,2.62,Low,Reorder Now,112.67,86.46,2.62,0.0,295.1954,0.0,295.1954
4.0,2.0,4.0,4.0,3.5,3.375,48,11,4,Autumn,8,3.76,ST18,SKU03048,0.0,0.0,0.0,3.76,-3.76,True,False,Stockout,3.76,Low,Reorder Now,1226.44,962.71,3.76,0.0,4611.4144,0.0,4611.4144
8.0,4.0,4.0,1.0,4.5,3.875,50,12,4,Winter,3,3.44,ST18,SKU03423,0.0,0.0,0.0,3.44,-3.44,True,False,Stockout,3.44,Low,Reorder Now,387.84,281.3,3.44,0.0,1334.1696,0.0,1334.1696
3.0,8.0,2.0,6.0,4.25,4.125,52,12,4,Winter,2,5.32,ST18,SKU01395,0.0,0.0,0.0,5.32,-5.32,True,False,Stockout,5.32,Low,Reorder Now,122.37,86.92,5.32,0.0,651.0084,0.0,651.0084
2.0,3.0,4.0,2.0,4.25,3.625,2,1,1,Winter,3,2.9,ST18,SKU03789,0.0,0.0,0.0,2.9,-2.9,True,False,Stockout,2.9,Low,Reorder Now,1048.14,658.01,2.9,0.0,3039.606,0.0,3039.606
3.0,2.0,8.0,4.0,4.0,3.75,4,1,1,Winter,3,3.5,ST18,SKU02776,0.0,32.0,10.0,-6.5,-3.5,True,False,Stockout,6.5,Low,Reorder Now,234.93,178.45,0.0,0.0,0.0,0.0,0.0
3.0,3.0,3.0,4.0,2.75,3.625,5,1,1,Winter,3,2.64,ST13,SKU04321,0.0,0.0,0.0,2.64,-2.64,True,False,Stockout,2.64,Low,Reorder Now,961.3,658.32,2.64,0.0,2537.832,0.0,2537.832
3.0,3.0,2.0,2.0,2.75,3.5,6,2,1,Winter,8,2.06,ST04,SKU03727,0.0,99.0,34.0,-31.94,-2.06,True,False,Stockout,31.94,Medium,Reorder Now,1660.93,1291.18,0.0,0.0,0.0,0.0,0.0
8.0,3.0,3.0,4.0,4.25,4.25,8,2,1,Winter,4,3.87,ST01,SKU00591,0.0,0.0,0.0,3.87,-3.87,True,False,Stockout,3.87,Low,Reorder Now,721.88,492.82,3.87,0.0,2793.6756,0.0,2793.6756
4.0,8.0,3.0,8.0,4.5,4.25,9,2,1,Winter,3,4.5,ST19,SKU04895,0.0,0.0,0.0,4.5,-4.5,True,False,Stockout,4.5,Low,Reorder Now,1875.04,1209.02,4.5,0.0,8437.68,0.0,8437.68
3.0,4.0,3.0,3.0,4.5,3.625,10,3,1,Spring,1,2.08,ST19,SKU03088,0.0,89.0,34.0,-31.92,-2.08,True,False,Stockout,31.92,Medium,Reorder Now,223.55,153.21,0.0,0.0,0.0,0.0,0.0
1.0,3.0,8.0,2.0,4.0,3.375,11,3,1,Spring,6,3.55,ST19,SKU02381,0.0,53.0,25.0,-21.45,-3.55,True,False,Stockout,21.45,Medium,Reorder Now,987.93,727.83,0.0,0.0,0.0,0.0,0.0
6.0,1.0,4.0,3.0,3.5,3.875,13,3,1,Spring,1,4.42,ST01,SKU01269,0.0,0.0,0.0,4.42,-4.42,True,False,Stockout,4.42,Low,Reorder Now,2876.02,1935.15,4.42,0.0,12712.0084,0.0,12712.0084
1.0,6.0,3.0,3.0,2.75,3.625,14,4,2,Spring,6,3.4,ST05,SKU04596,0.0,0.0,0.0,3.4,-3.4,True,False,Stockout,3.4,Low,Reorder Now,335.55,242.79,3.4,0.0,1140.8700000000001,0.0,1140.8700000000001
6.0,1.0,1.0,3.0,3.5,4.0,15,4,2,Spring,7,4.09,ST03,SKU02409,0.0,0.0,0.0,4.09,-4.09,True,False,Stockout,4.09,Low,Reorder Now,197.05,128.53,4.09,0.0,805.9345000000001,0.0,805.9345000000001
7.0,6.0,6.0,8.0,5.0,4.5,17,4,2,Spring,3,3.95,ST03,SKU04154,0.0,0.0,0.0,3.95,-3.95,True,False,Stockout,3.95,Low,Reorder Now,351.77,224.67,3.95,0.0,1389.4915,0.0,1389.4915
3.0,7.0,1.0,4.0,4.25,3.875,18,5,2,Spring,7,5.34,ST11,SKU02484,0.0,61.0,23.0,-17.66,-5.34,True,False,Stockout,17.66,Medium,Reorder Now,567.26,344.19,0.0,0.0,0.0,0.0,0.0
7.0,3.0,6.0,3.0,5.75,4.25,21,5,2,Spring,3,4.01,ST11,SKU04596,0.0,40.0,18.0,-13.99,-4.01,True,False,Stockout,13.99,Medium,Reorder Now,335.55,242.79,0.0,0.0,0.0,0.0,0.0
3.0,7.0,7.0,1.0,5.0,4.25,23,6,2,Summer,4,3.86,ST26,SKU00285,0.0,0.0,0.0,3.86,-3.86,True,False,Stockout,3.86,Low,Reorder Now,505.67,387.2,3.86,0.0,1951.8862,0.0,1951.8862
